plotnum,plot,Side,Time_Stamp,SoilMoisture
6,6,2,6/16/17 13:04,0.0992
7,7,1,6/16/17 13:10,0.0479
7,7,2,6/16/17 13:13,0.0657
8,8,1,6/16/17 13:07,0.0576
8,8,2,6/16/17 13:08,0.0773
9,9,1,6/16/17 13:14,0.0659
9,9,2,6/16/17 13:14,0.0386
10,10,1,6/16/17 13:20,0.0615
10,10,2,6/16/17 13:20,0.0652
11,11,1,6/16/17 13:21,0.0471
11,11,2,6/16/17 13:21,0.0611
12,12,1,6/16/17 13:17,0.0576
12,12,2,6/16/17 13:18,0.0279
1,1,1,7/7/17 12:00,0.2703
1,1,2,7/7/17 12:00,0.2815
2,2,1,7/7/17 12:01,0.2951
2,2,2,7/7/17 12:02,0.2943
3,3,1,7/7/17 11:58,0.3419
3,3,2,7/7/17 11:59,0.3424
4,4,1,7/7/17 12:02,0.3111
4,4,2,7/7/17 12:03,0.323
5,5,1,7/7/17 12:04,0.2168
5,5,2,7/7/17 12:05,0.2793
6,6,1,7/7/17 12:06,0.1952
6,6,2,7/7/17 12:06,0.1696
7,7,1,7/7/17 12:13,0.1407
7,7,2,7/7/17 12:13,0.1415
8,8,1,7/7/17 12:11,0.1332
8,8,2,7/7/17 12:11,0.1314
9,9,1,7/7/17 12:14,0.0796
9,9,2,NA,NA
10,10,1,7/7/17 12:21,0.1356
10,10,2,7/7/17 12:21,0.1022
11,11,1,7/7/17 12:22,0.1066
11,11,2,7/7/17 12:22,0.149
12,12,1,7/7/17 12:19,0.1475
12,12,2,7/7/17 12:20,0.1225
1,1,1,7/19/17 13:31,0.1472
1,1,2,7/19/17 13:32,0.1334
2,2,1,7/19/17 13:29,0.1336
2,2,2,7/19/17 13:29,0.166
3,3,1,7/19/17 13:33,0.2153
3,3,2,7/19/17 13:33,0.2038
4,4,1,7/19/17 13:26,0.0908
4,4,2,7/19/17 13:27,0.1328
5,5,1,7/19/17 13:24,0.1001
5,5,2,7/19/17 13:25,0.0803
6,6,1,7/19/17 13:21,0.0558
6,6,2,7/19/17 13:22,0.0282
7,7,1,7/19/17 13:20,0.0276
7,7,2,7/19/17 13:20,0.0393
8,8,1,7/19/17 13:23,0.0483
8,8,2,7/19/17 13:23,0.0615
9,9,1,7/19/17 13:17,0.0209
9,9,2,7/19/17 13:19,0.0222
10,10,1,7/19/17 13:13,0.0225
10,10,2,7/19/17 13:13,0.0381
11,11,1,7/19/17 13:14,0.0201
11,11,2,7/19/17 13:15,0.0535
12,12,1,7/19/17 13:12,0.0148
12,12,2,7/19/17 13:12,0.0399
