"Accepted Symbol","Synonym Symbol","Scientific Name"
"FRNI","","Fraxinus nigra"
"FRPA4","","Fraxinus papillosa"
"FRPE","","Fraxinus pennsylvanica"
"FRPR","","Fraxinus profunda"
"FRQU","","Fraxinus quadrangulata"
"FRUH","","Fraxinus uhdei"
"FRVE2","","Fraxinus velutina"
"FRCA6","","Fremontodendron californicum"
"FRME2","","Fremontodendron mexicanum"
"FRRE3","","Freycinetia reineckei"
"FUBO","","Fuchsia boliviana"
"FUPA2","","Fuchsia paniculata"
"FUEL","","Funtumia elastica"
"FUSE","","Furcraea selloa"
"GADU3","","Garcinia dulcis"
"GAHE5","","Garcinia hessii"
"GAMA10","","Garcinia mangostana"
"GAMA13","","Garcinia matudae"
"GAPO2","","Garcinia portoricensis"
"GARU3","","Garcinia rumiyo"
"GARUC","","Garcinia rumiyo var. calcicola"
"GARUR","","Garcinia rumiyo var. rumiyo"
"GABR","","Gardenia brighamii"
"GAMA6","","Gardenia mannii"
"GARE","","Gardenia remyi"
"GATA","","Gardenia taitensis"
"GACO9","","Garrya congdonii"
"GAEL","","Garrya elliptica"
"GAFL2","","Garrya flavescens"
"GAFR","","Garrya fremontii"
"GAOV","","Garrya ovata"
"GAOVG","","Garrya ovata ssp. goldmanii"
"GAOVL","","Garrya ovata ssp. lindheimeri"
"GAVE2","","Garrya veatchii"
"GAWR3","","Garrya wrightii"
"GAAT","","Gaussia attenuata"
"GERU3","","Geniostoma rupestre"
"GERUG","","Geniostoma rupestre var. glaberrimum"
"GEAM","","Genipa americana"
"GECA16","","Genista canariensis"
"GEPE4","","Gesneria pedunculosa"
"GIBI2","","Ginkgo biloba"
"GIRO","","Ginoria rohrii"
"GICE2","","Gironniera celtidifolia"
"GLTE","","Gleditsia ×texana"
"GLAQ","","Gleditsia aquatica"
"GLTR","","Gleditsia triacanthos"
"GLSE2","","Gliricidia sepium"
"GLPA4","","Glycosmis parviflora"
"GMAR","","Gmelina arborea"
"GMEL","","Gmelina elliptica"
"GMPA","","Gmelina palawensis"
"GOEL","","Goetzea elegans"
"GOLI","","Gomidesia lindeniana"
"GOCA2","","Goniothalamus carolinensis"
"GOHI4","","Gonzalagunia hirsuta"
"GOLA","","Gordonia lasianthus"
"GOBA","","Gossypium barbadense"
"GOHI","","Gossypium hirsutum"
"GOHIH2","","Gossypium hirsutum var. hirsutum"
"GOHIM","","Gossypium hirsutum var. marie-galante"
"GOTH","","Gossypium thurberi"
"GROT","","Graffenrieda ottoschulzii"
"GRBA","","Grevillea banksii"
"GRRO","","Grevillea robusta"
"GUAN","","Guaiacum angustifolium"
"GUOF","","Guaiacum officinale"
"GUSA","","Guaiacum sanctum"
"GUDI","","Guapira discolor"
"GUFR","","Guapira fragrans"
"GUGL2","","Guapira globosa"
"GUOB","","Guapira obtusata"
"GUGL3","","Guarea glabra"
"GUGU","","Guarea guidonia"
"GUBL","","Guatteria blainii"
"GUCA2","","Guatteria caribaea"
"GUUL","","Guazuma ulmifolia"
"GUEL","","Guettarda elliptica"
"GUKR","","Guettarda krugii"
"GUOD","","Guettarda odorata"
"GUOV","","Guettarda ovalifolia"
"GUPU","","Guettarda pungens"
"GUSC","","Guettarda scabra"
"GUSP3","","Guettarda speciosa"
"GUVA","","Guettarda valenzuelana"
"GYLA","","Gyminda latifolia"
"GYLU","","Gymnanthes lucida"
"GYDI","","Gymnocladus dioicus"
"GYTH","","Gymnosporia thompsonii"
"HACA2","","Haematoxylum campechianum"
"HASA2","","Haenianthus salicifolius"
"HASAO","","Haenianthus salicifolius var. obovatus"
"HACA3","","Halesia carolina"
"HADI3","","Halesia diptera"
"HATE3","","Halesia tetraptera"
"HATEM","","Halesia tetraptera var. monticola"
"HATET","","Halesia tetraptera var. tetraptera"
"HAVE2","","Hamamelis vernalis"
"HAVI4","","Hamamelis virginiana"
"HAPA3","","Hamelia patens"
"HAAR4","","Harpullia arborea"
"HAPO2","","Harrisia portoricensis"
"HAME3","","Havardia mexicana"
"HAPA10","","Havardia pallens"
"HASO","","Havardia sonorae"
"HECU10","","Hebestigma cubense"
"HECUC3","","Hebestigma cubense var. cubense"
"HEAR","","Hedyosmum arborescens"
"HEFO5","","Hedyotis fosbergii"
"HEHI8","","Hedyotis hillebrandii"
"HETE21","","Hedyotis terminalis"
"HEJA","","Helicteres jamaicensis"
"HEPA3","","Helietta parvifolia"
"HEPO4","","Heliocarpus popayanensis"
"HEFO11","","Heliotropium foertherianum"
"HEFA5","","Henriettea fascicularis"
"HEMA11","","Henriettea macfadyenii"
"HEME5","","Henriettea membranifolia"
"HESQ","","Henriettea squamulosum"
"HELA27","","Hernandia labyrinthica"
"HENY","","Hernandia nymphaeifolia"
"HESO","","Hernandia sonora"
"HEAB2","","Hesperocyparis abramsiana"
"HEABA","","Hesperocyparis abramsiana var. abramsiana"
"HEABB","","Hesperocyparis abramsiana var. butanoensis"
"HEAR22","","Hesperocyparis arizonica"
"HEBA5","","Hesperocyparis bakeri"
"HEFO10","","Hesperocyparis forbesii"
"HEGL4","","Hesperocyparis glabra"
"HEGO3","","Hesperocyparis goveniana"
"HEMA21","","Hesperocyparis macnabiana"
"HEMA22","","Hesperocyparis macrocarpa"
"HENE2","","Hesperocyparis nevadensis"
"HEPI11","","Hesperocyparis pigmaea"
"HESA17","","Hesperocyparis sargentii"
"HEST10","","Hesperocyparis stephensonii"
"HEAR9","","Hesperomannia arborescens"
"HEAR10","","Hesperomannia arbuscula"
"HELY","","Hesperomannia lydgatei"
"HELE4","","×Hesperotropsis leylandii"
"HEAR5","","Heteromeles arbutifolia"
"HEARA2","","Heteromeles arbutifolia var. arbutifolia"
"HEARC2","","Heteromeles arbutifolia var. cerina"
"HEARM","","Heteromeles arbutifolia var. macrocarpa"
"HELA22","","Heteropterys laurifolia"
"HEELP","","Heterospathe elata var. palauensis"
"HIPU2","","Hibiscadelphus ×puakuahiwi"
"HIBO2","","Hibiscadelphus bombycinus"
"HICR","","Hibiscadelphus crucibracteatus"
"HIDI","","Hibiscadelphus distans"
"HIGI","","Hibiscadelphus giffardianus"
"HIHU","","Hibiscadelphus hualalaiensis"
"HIST2","","Hibiscadelphus stellatus"
"HIWI","","Hibiscadelphus wilderianus"
"HIWO","","Hibiscadelphus woodii"
"HIAR","","Hibiscus arnottianus"
"HIARA2","","Hibiscus arnottianus ssp. arnottianus"
"HIARI","","Hibiscus arnottianus ssp. immaculatus"
"HIARP3","","Hibiscus arnottianus ssp. punaluuensis"
"HIBR","","Hibiscus brackenridgei"
"HIBRB","","Hibiscus brackenridgei ssp. brackenridgei"
"HIBRM","","Hibiscus brackenridgei ssp. mokuleianus"
"HIBRM3","","Hibiscus brackenridgei ssp. molokaianus"
"HICA6","","Hibiscus calyphyllus"
"HICL","","Hibiscus clayi"
"HICL2","","Hibiscus clypeatus"
"HIEL","","Hibiscus elatus"
"HIKO","","Hibiscus kokio"
"HIKOK","","Hibiscus kokio ssp. kokio"
"HIKOS","","Hibiscus kokio ssp. saintjohnianus"
"HIMA5","","Hibiscus macrophyllus"
"HIMU3","","Hibiscus mutabilis"
"HIPE3","","Hibiscus pernambucensis"
"HIRO3","","Hibiscus rosa-sinensis"
"HISY","","Hibiscus syriacus"
"HITI","","Hibiscus tiliaceus"
"HIWA","","Hibiscus waimeae"
"HIWAH","","Hibiscus waimeae ssp. hannerae"
"HIWAW","","Hibiscus waimeae ssp. waimeae"
"HIPA4","","Hillia parasitica"
"HIMA2","","Hippomane mancinella"
"HIRH80","","Hippophae rhamnoides"
"HIRU2","","Hirtella rugosa"
"HITR3","","Hirtella triandra"
"HOPO5","","Hoheria populnea"
"HORA","","Homalium racemosum"
"HOIR2","","Horsfieldia irya"
"HOTU2","","Horsfieldia tuberculata"
"HOTUT","","Horsfieldia tuberculata var. tuberculata"
"HODU2","","Hovenia dulcis"
"HUCR","","Hura crepitans"
"HYAN4","","Hydnocarpus anthelminticus"
"HYPA16","","Hydriastele palauensis"
"HYCL","","Hyeronima clusioides"
"HYUN3","","Hylocereus undatus"
"HYCO","","Hymenaea courbaril"
"HYTR","","Hypelate trifoliata"
"HYDO2","","Hyperbaena domingensis"
"HYLA8","","Hyperbaena laurifolia"
"HYCA11","","Hypericum canariense"
"HYCH2","","Hypericum chapmanii"
"IDPO","","Idesia polycarpa"
"ILAT","","Ilex ×attenuata"
"ILAM","","Ilex ambigua"
"ILAM2","","Ilex amelanchier"
"ILAN","","Ilex anomala"
"ILAQ80","","Ilex aquifolium"
"ILCA","","Ilex cassine"
"ILCAC","","Ilex cassine var. cassine"
"ILCAL","","Ilex cassine var. latifolia"
"ILCO2","","Ilex collina"
"ILCO3","","Ilex cookii"
"ILCO","","Ilex coriacea"
"ILCO80","","Ilex cornuta"
"ILCR2","","Ilex crenata"
"ILCU3","","Ilex cuthbertii"
"ILDE","","Ilex decidua"
"ILGU","","Ilex guianensis"
"ILHY","","Ilex hypaneura"
"ILKR","","Ilex krugiana"
"ILLA","","Ilex laevigata"
"ILLO","","Ilex longipes"
"ILMA","","Ilex macfadyenii"
"ILMO","","Ilex montana"
"ILMU","","Ilex mucronata"
"ILMY","","Ilex myrtifolia"
"ILNI","","Ilex nitida"
"ILOB","","Ilex obcordata"
"ILOBO","","Ilex obcordata var. obcordata"
"ILOBV","","Ilex obcordata var. vaccinioides"
"ILOP","","Ilex opaca"
"ILOPA","","Ilex opaca var. arenicola"
"ILOPO","","Ilex opaca var. opaca"
"ILPA3","","Ilex paraguariensis"
"ILRO2","","Ilex rotunda"
"ILSI","","Ilex sideroxyloides"
"ILSIO","","Ilex sideroxyloides var. occidentalis"
"ILSIS","","Ilex sideroxyloides var. sideroxyloides"
"ILUR","","Ilex urbaniana"
"ILURU","","Ilex urbaniana var. urbaniana"
"ILVE","","Ilex verticillata"
"ILVO","","Ilex vomitoria"
"ILFL","","Illicium floridanum"
"ILPA","","Illicium parviflorum"
"ININ","","Inga ingoides"
"INLA","","Inga laurina"
"INNO","","Inga nobilis"
"INNOQ","","Inga nobilis ssp. quaternata"
"INVE","","Inga vera"
"INBI","","Intsia bijuga"
"IXFE","","Ixora ferrea"
"IXPA","","Ixora pavetta"
"IXTH","","Ixora thwaitesii"
"JAMI","","Jacaranda mimosifolia"
"JAAR2","","Jacquinia armillaris"
"JABE","","Jacquinia berteroi"
"JAKE","","Jacquinia keyensis"
"JACO","","Jatropha costaricensis"
"JACU2","","Jatropha curcas"
"JAHE","","Jatropha hernandiifolia"
"JAHEH","","Jatropha hernandiifolia var. hernandiifolia"
"JAHEP","","Jatropha hernandiifolia var. portoricensis"
"JAIN","","Jatropha integerrima"
"JAINH","","Jatropha integerrima var. hastata"
"JAINI","","Jatropha integerrima var. integerrima"
"JAMU","","Jatropha multifida"
"JUBI3","","Juglans ×bixbyi"
"JUIN3","","Juglans ×intermedia"
"JUQU","","Juglans ×quadrangulata"
"JUAI2","","Juglans ailantifolia"
"JUCA","","Juglans californica"
"JUCI","","Juglans cinerea"
"JUHI","","Juglans hindsii"
"JUHI2","","Juglans hindsii × regia"
"JUJA","","Juglans jamaicensis"
"JUMA","","Juglans major"
"JUMI","","Juglans microcarpa"
"JUMIM","","Juglans microcarpa var. microcarpa"
"JUMIS","","Juglans microcarpa var. stewartii"
"JUNI","","Juglans nigra"
"JURE80","","Juglans regia"
"JUFA2","","Juniperus ×fassettii"
"JUAR3","","Juniperus arizonica"
"JUAS","","Juniperus ashei"
"JUCA7","","Juniperus californica"
"JUCH4","","Juniperus chinensis"
"JUCHS2","","Juniperus chinensis var. sargentii"
"JUCO11","","Juniperus coahuilensis"
"JUCO6","","Juniperus communis"
"JUCOC4","","Juniperus communis var. charlottensis"
"JUCOC3","","Juniperus communis var. communis"
"JUCOD","","Juniperus communis var. depressa"
"JUCOM","","Juniperus communis var. megistocarpa"
"JUCOM2","","Juniperus communis var. montana"
"JUDE2","","Juniperus deppeana"
"JUDR2","","Juniperus drupacea"
"JUEX2","","Juniperus excelsa"
"JUFL","","Juniperus flaccida"
"JUFO2","","Juniperus foetidissima"
"JUGR7","","Juniperus grandis"
"JUMA10","","Juniperus maritima"
"JUMO","","Juniperus monosperma"
"JUMOG","","Juniperus monosperma var. gracilis"
"JUMOM","","Juniperus monosperma var. monosperma"
"JUOC","","Juniperus occidentalis"
"JUOS","","Juniperus osteosperma"
"JUPI","","Juniperus pinchotii"
"JURI3","","Juniperus rigida"
"JUSA5","","Juniperus sabina"
"JUSC2","","Juniperus scopulorum"
"JUVI","","Juniperus virginiana"
"JUVIS","","Juniperus virginiana var. silicicola"
"JUVIV","","Juniperus virginiana var. virginiana"
"JUWA2","","Juniperus wallichiana"
"KALA","","Kalmia latifolia"
"KASE","","Kalopanax septemlobus"
"KAHU","","Karwinskia humboldtiana"
"KAPA4","","Kayea pacifica"
"KHAN","","Khaya anthotheca"
"KHSE2","","Khaya senegalensis"
"KIAF","","Kigelia africana"
"KLHO","","Kleinhovia hospita"
"KOSP","","Koeberlinia spinosa"
"KOSPS","","Koeberlinia spinosa var. spinosa"
"KOSPT","","Koeberlinia spinosa var. tenuispina"
"KOEL","","Koelreuteria elegans"
"KOELF","","Koelreuteria elegans ssp. formosana"
"KOPA","","Koelreuteria paniculata"
"KOCO2","","Kokia cookei"
"KODR","","Kokia drynarioides"
"KOKA","","Kokia kauaiensis"
"KOLA2","","Kokia lanceolata"
"KOFL2","","Kopsia flavida"
"KRFE","","Krugiodendron ferreum"
"KUER","","Kunzea ericoides"
"LAFA2","","Labordia fagraeoidea"
"LAHE2","","Labordia hedyosmifolia"
"LAHI5","","Labordia hirtella"
"LAKA","","Labordia kaalae"
"LALY2","","Labordia lydgatei"
"LATI2","","Labordia tinifolia"
"LATIL","","Labordia tinifolia var. lanaiensis"
"LATIT2","","Labordia tinifolia var. tinifolia"
"LATIW2","","Labordia tinifolia var. wahiawaensis"
"LATR4","","Labordia triflora"
"LAWA3","","Labordia waiolani"
"LAWA7","","Laburnum ×watereri"
"LAAN2","","Laburnum anagyroides"
"LAPR2","","Laetia procera"
"LAIN","","Lagerstroemia indica"
"LASP","","Lagerstroemia speciosa"
"LAPA","","Lagunaria patersonia"
"LARA2","","Laguncularia racemosa"
"LAIN2","","Lantana involucrata"
"LAINI","","Lantana involucrata var. involucrata"
"LAINO","","Lantana involucrata var. odorata"
"LAPO","","Laplacea portoricensis"
"LADE2","","Larix decidua"
"LAKA2","","Larix kaempferi"
"LALA","","Larix laricina"
"LALY","","Larix lyallii"
"LAOC","","Larix occidentalis"
"LANO80","","Laurus nobilis"
"LAIN5","","Lawsonia inermis"
"LEKR","","Leandra krugiana"
"LEGU2","","Leea guineensis"
"LEIN32","","Leea indica"
"LEFL","","Leitneria floridana"
"LEPI16","","Leitneria pilosa"
"LEPIO","","Leitneria pilosa ssp. ozarkana"
"LEPIP","","Leitneria pilosa ssp. pilosa"
"LESQ","","Lepidospartum squamatum"
"LETR4","","Lepiniopsis trilocularis"
"LEQU","","Leptocereus quadricostatus"
"LELA29","","Leptospermum laevigatum"
"LEMO20","","Leptospermum morrisonii"
"LEPE23","","Leptospermum petersonii"
"LEPO22","","Leptospermum polygalifolim"
"LESC2","","Leptospermum scoparium"
"LEES2","","Leucaena esculenta"
"LELE10","","Leucaena leucocephala"
"LELEG","","Leucaena leucocephala ssp. glabrata"
"LELEL2","","Leucaena leucocephala ssp. leucocephala"
"LEPU3","","Leucaena pulverulenta"
"LERE5","","Leucaena retusa"
"LEMO5","","Leucothrinax morrisii"
"LIBR5","","Licaria brittoniana"
"LIPA9","","Licaria parvifolia"
"LITR","","Licaria triandra"
"LIJA","","Ligustrum japonicum"
"LILU2","","Ligustrum lucidum"
"LIOV","","Ligustrum ovalifolium"
"LISI","","Ligustrum sinense"
"LIAR10","","Limonium arborescens"
"LIBE3","","Lindera benzoin"
"LIBEB","","Lindera benzoin var. benzoin"
"LIBEP","","Lindera benzoin var. pubescens"
"LIME7","","Lindera melissifolia"
"LISU8","","Lindera subcoriacea"
"LIST2","","Liquidambar styraciflua"
"LITU","","Liriodendron tulipifera"
"LICH4","","Litchi chinensis"
"LIMO4","","Lithrea molleoides"
"LICH3","","Livistona chinensis"
"LIRO5","","Livistona rotundifolia"
"LODO5","","Lonchocarpus domingensis"
"LOGL2","","Lonchocarpus glaucifolius"
"LOHE7","","Lonchocarpus heptaphyllus"
"LOPU4","","Lonchocarpus punctatus"
"LOCO9","","Lophostemon confertus"
"LUSP11","","Luehea speciosa"
"LURA3","","Lumnitzera racemosa"
"LUEK","","Lunania ekmanii"
"LYFE","","Lyonia ferruginea"
"LYRU2","","Lyonia rubiginosa"
"LYRUR","","Lyonia rubiginosa var. rubiginosa"
"LYRUS","","Lyonia rubiginosa var. stahlii"
"LYFL2","","Lyonothamnus floribundus"
"LYFLA","","Lyonothamnus floribundus ssp. aspleniifolius"
"LYFLF","","Lyonothamnus floribundus ssp. floribundus"
"LYLA3","","Lysiloma latisiliquum"
"LYSA5","","Lysiloma sabicu"
"LYWA","","Lysiloma watsonii"
"MAIN8","","Macadamia integrifolia"
"MACA25","","Macaranga carolinensis"
"MACAC7","","Macaranga carolinensis var. carolinensis"
"MAMA28","","Macaranga mappa"
"MATA3","","Macaranga tanarius"
"MATH3","","Macaranga thompsonii"
"MAMAC","","Machaerina mariscoides ssp. colpodes"
"MALU2","","Machaerium lunatum"
"MAPO6","","Machaonia portoricensis"
"MAWO3","","Machaonia woodburyana"
"MAPO","","Maclura pomifera"
"MATI3","","Maclura tinctoria"
"MAPA31","","Maesa palauensis"
"MATE5","","Maesa tetrandra"
"MAEM2","","Maesopsis eminii"
"MASO9","","Magnolia ×soulangiana"
"MAAC","","Magnolia acuminata"
"MAAS","","Magnolia ashei"
"MAFR","","Magnolia fraseri"
"MAGR4","","Magnolia grandiflora"
"MAKO","","Magnolia kobus"
"MAMA2","","Magnolia macrophylla"
"MAPO2","","Magnolia portoricensis"
"MAPY","","Magnolia pyramidata"
"MASP","","Magnolia splendens"
"MAST6","","Magnolia stellata"
"MATR","","Magnolia tripetala"
"MAVI2","","Magnolia virginiana"
"MAPH4","","Mallotus philippensis"
"MATI4","","Mallotus tiliifolius"
"MALA6","","Malosma laurina"
"MAEM","","Malpighia emarginata"
"MAFU2","","Malpighia fucata"
"MAGL6","","Malpighia glabra"
"MAIN5","","Malpighia infestissima"
"MALI2","","Malpighia linearis"
"MAWO","","Malpighia woodburyana"
"MAAR7","","Malus ×arnoldiana"
"MADA5","","Malus ×dawsoniana"
"MAMA29","","Malus ×magdeburgensis"
"MAMI11","","Malus ×micromalus"
"MAPL","","Malus ×platycarpa"
"MAPU14","","Malus ×purpurea"
"MARO10","","Malus ×robusta"
"MASO3","","Malus ×soulardii"
"MAAN3","","Malus angustifolia"
"MAANA","","Malus angustifolia var. angustifolia"
"MAANP","","Malus angustifolia var. puberula"
"MABA","","Malus baccata"
"MABAB","","Malus baccata var. baccata"
"MABAH2","","Malus baccata var. himalaica"
"MACO5","","Malus coronaria"
"MAFL11","","Malus florentina"
"MAFL80","","Malus floribunda"
"MAFU","","Malus fusca"
"MAHA7","","Malus halliana"
"MAHU2","","Malus hupehensis"
"MAIO","","Malus ioensis"
"MAIOI","","Malus ioensis var. ioensis"
"MAIOT8","","Malus ioensis var. texana"
"MAPR9","","Malus prattii"
"MAPR","","Malus prunifolia"
"MAPU","","Malus pumila"
"MASI11","","Malus sikkimensis"
"MASP9","","Malus spectabilis"
"MASY2","","Malus sylvestris"
"MATO5","","Malus toringoides"
"MATR7","","Malus transitoria"
"MATS2","","Malus tschonoskii"
"MAYU2","","Malus yunnanensis"
"MAYUV2","","Malus yunnanensis var. veitchii"
"MAAM2","","Mammea americana"
"MAOD2","","Mammea odorata"
"MAIN3","","Mangifera indica"
"MACA32","","Manihot carthagenensis"
"MACAG4","","Manihot carthagenensis ssp. glaziovii"
"MAES","","Manihot esculenta"
"MAGL5","","Manihot glaziovii"
"MAGR8","","Manihot grahamii"
"MABI5","","Manilkara bidentata"
"MABIS","","Manilkara bidentata ssp. surinamensis"
"MAJA2","","Manilkara jaimiqui"
"MAJAE","","Manilkara jaimiqui ssp. emarginata"
"MAPL2","","Manilkara pleeana"
"MAUD","","Manilkara udoido"
"MAVA3","","Manilkara valenzuela"
"MAZA","","Manilkara zapota"
"MARA3","","Mappia racemosa"
"MACO","","Maranthes corymbosa"
"MANO","","Margaritaria nobilis"
"MAMI9","","Mariosousa millefolia"
"MASI3","","Marlierea sintenisii"
"MADO2","","Matayba domingensis"
"MABO8","","Maytenus boaria"
"MACY2","","Maytenus cymosa"
"MAEL3","","Maytenus elongata"
"MALA8","","Maytenus laevigata"
"MAPH","","Maytenus phyllanthoides"
"MAPO5","","Maytenus ponceana"
"MATH4","","Maytenus thompsonii"
"MELA7","","Mecranium latifolium"
"MELA18","","Medusanthera laxiflora"
"MELI7","","Melaleuca linariifolia"
"MEQU","","Melaleuca quinquenervia"
"MECA9","","Melastoma candidum"
"MESA3","","Melastoma sanguineum"
"MEAZ","","Melia azedarach"
"MEBI","","Melicoccus bijugatus"
"MEAN3","","Melicope anisata"
"MEBA2","","Melicope balloui"
"MEBA3","","Melicope barbigera"
"MECH2","","Melicope christophersenii"
"MECI6","","Melicope cinerea"
"MECL","","Melicope clusiifolia"
"MECR5","","Melicope cruciata"
"MEDE17","","Melicope denhamii"
"MEEL2","","Melicope elliptica"
"MEHA7","","Melicope haleakalae"
"MEHA3","","Melicope haupuensis"
"MEHA4","","Melicope hawaiensis"
"MEHI6","","Melicope hiiakae"
"MEHO2","","Melicope hosakae"
"MEKA2","","Melicope kaalaensis"
"MEKN","","Melicope knudsenii"
"MEMA6","","Melicope macropus"
"MEMA7","","Melicope makahae"
"MEMO6","","Melicope molokaiensis"
"MEMU4","","Melicope mucronulata"
"MEOA","","Melicope oahuensis"
"MEOB4","","Melicope obovata"
"MEOR4","","Melicope orbicularis"
"MEOV","","Melicope ovalis"
"MEOV2","","Melicope ovata"
"MEPA21","","Melicope palawensis"
"MEPA6","","Melicope pallida"
"MEPA7","","Melicope paniculata"
"MEPE9","","Melicope peduncularis"
"MEPS","","Melicope pseudoanisata"
"MEPU4","","Melicope puberula"
"MEQU3","","Melicope quadrangularis"
"MERA2","","Melicope radiata"
"MERO3","","Melicope rotundifolia"
"MESA4","","Melicope saint-johnii"
"MESA5","","Melicope sandwicensis"
"METR","","Melicope trichantha"
"MEVO","","Melicope volcanica"
"MEWA2","","Melicope waialealae"
"MEWA4","","Melicope wawraeana"
"MEZA","","Melicope zahlbruckneri"
"MEHE","","Meliosma herbertii"
"MEOB2","","Meliosma obtusifolia"
"MEUM3","","Melochia umbellata"
"MEGL8","","Metasequoia glyptostroboides"
"MEBR11","","Metopium brownei"
"METO3","","Metopium toxiferum"
"MEMA4","","Metrosideros macropus"
"MEPO5","","Metrosideros polymorpha"
"MEPOD","","Metrosideros polymorpha var. dieteri"
"MEPOG","","Metrosideros polymorpha var. glaberrima"
"MEPOI2","","Metrosideros polymorpha var. incana"
"MEPOM","","Metrosideros polymorpha var. macrophylla"
"MEPON","","Metrosideros polymorpha var. newellii"
"MEPOP2","","Metrosideros polymorpha var. polymorpha"
"MEPOP3","","Metrosideros polymorpha var. pseudorugosa"
"MEPOP4","","Metrosideros polymorpha var. pumila"
"MERU2","","Metrosideros rugosa"
"METR5","","Metrosideros tremuloides"
"MEWA","","Metrosideros waialealae"
"MEWAF","","Metrosideros waialealae var. fauriei"
"MEWAW","","Metrosideros waialealae var. waialealae"
"MIAF","","Miconia affinis"
"MICA20","","Miconia calvescens"
"MIFO","","Miconia foveolata"
"MIIM","","Miconia impetiolaris"
"MILA8","","Miconia laevigata"
"MILA10","","Miconia lanata"
"MIMI3","","Miconia mirabilis"
"MIPA7","","Miconia pachyphylla"
"MIPR3","","Miconia prasina"
"MIPU9","","Miconia punctata"
"MIPY2","","Miconia pycnoneura"
"MIRA2","","Miconia racemosa"
"MIRU4","","Miconia rubiginosa"
"MISE2","","Miconia serrulata"
"MISI2","","Miconia sintenisii"
"MISP6","","Miconia splendens"
"MISU3","","Miconia subcorymbosa"
"MITE4","","Miconia tetrandra"
"MITH4","","Miconia theaezans"
"MITH","","Miconia thomasiana"
"MIMI23","","Micromelum minutum"
"MIGA","","Micropholis garciniifolia"
"MIGU2","","Micropholis guyanensis"
"MIPI9","","Millettia pinnata"
"MIAC3","","Mimosa aculeaticarpa"
"MIACB","","Mimosa aculeaticarpa var. biuncifera"
"MIAR4","","Mimosa arenosa"
"MICO4","","Mimusops coriacea"
"MOHI","","Montanoa hibiscifolia"
"MOMA6","","Morella ×macfarlanei"
"MOCA6","","Morella californica"
"MOCA7","","Morella caroliniensis"
"MOCE2","","Morella cerifera"
"MOFA","","Morella faya"
"MOHO3","","Morella holdridgeana"
"MOIN","","Morella inodora"
"MOPE6","","Morella pensylvanica"
"MORU3","","Morella rubra"
"MOCI3","","Morinda citrifolia"
"MOLA12","","Morinda latibractea"
"MOPE2","","Morinda pedunculata"
"MOTR","","Morinda trimera"
"MOOL","","Moringa oleifera"
"MOAM","","Morisonia americana"
"MOAL","","Morus alba"
"MOMI","","Morus microphylla"
"MONI","","Morus nigra"
"MORU2","","Morus rubra"
"MORUR","","Morus rubra var. rubra"
"MORUT","","Morus rubra var. tomentosa"
"MODO2","","Mouriri domingensis"
"MOHE","","Mouriri helleri"
"MURA3","","Munroidendron racemosum"
"MUCA4","","Muntingia calabura"
"MUEX2","","Murraya exotica"
"MUPA3","","Musa ×paradisiaca"
"MUAC","","Musa acuminata"
"MUNA","","Musa nana"
"MUTR2","","Musa troglodytarum"
"MUVE","","Musa velutina"
"MYBO2","","Myoporum boninense"
"MYLA5","","Myoporum laetum"
"MYSA","","Myoporum sandwicense"
"MYCI","","Myrcia citrifolia"
"MYCIC","","Myrcia citrifolia var. citrifolia"
"MYCII","","Myrcia citrifolia var. imrayana"
"MYDE","","Myrcia deflexa"
"MYFA3","","Myrcia fallax"
"MYLE","","Myrcia leptoclada"
"MYMA4","","Myrcia margarettiae"
"MYMA5","","Myrcia maricaensis"
"MYPA","","Myrcia paganii"
"MYSP","","Myrcia splendens"
"MYFR","","Myrcianthes fragrans"
"MYBO","","Myrciaria borinquena"
"MYFL","","Myrciaria floribunda"
"MYMY","","Myrciaria myrtifolia"
"MYFR3","","Myristica fragrans"
"MYHYI","","Myristica hypargyraea ssp. insularis"
"MYFR2","","Myrospermum frutescens"
"MYAL4","","Myrsine alyxifolia"
"MYCO2","","Myrsine coriacea"
"MYCU2","","Myrsine cubana"
"MYDE2","","Myrsine degeneri"
"MYEM","","Myrsine emarginata"
"MYFE","","Myrsine fernseei"
"MYFO","","Myrsine fosbergii"
"MYHE3","","Myrsine helleri"
"MYKA","","Myrsine kauaiensis"
"MYKN","","Myrsine knudsenii"
"MYLA3","","Myrsine lanaiensis"
"MYLE2","","Myrsine lessertiana"
"MYME2","","Myrsine mezii"
"MYPA7","","Myrsine palauensis"
"MYPE3","","Myrsine petiolata"
"MYPU2","","Myrsine pukooensis"
"MYSA2","","Myrsine sandwicensis"
"MYWA","","Myrsine wawraea"
"NECO","","Nectandra coriacea"
"NEHI2","","Nectandra hihua"
"NEKR","","Nectandra krugii"
"NEME3","","Nectandra membranacea"
"NEPA4","","Nectandra patens"
"NETU","","Nectandra turbacensis"
"NEBU","","Neea buxifolia"
"NEOP","","Neisosperma oppositifolia"
"NECA7","","Neolamarckia cadamba"
"NERE2","","Neolaugeria resinosa"
"NEME5","","Neraudia melastomifolia"
"NEOL","","Nerium oleander"
"NEPO","","Nesoluma polynesicum"
"NESA2","","Nestegis sandwicensis"
"NIGL","","Nicotiana glauca"
"NOBI","","Nolina bigelovii"
"NOPA","","Nolina parryi"
"NOEM","","Noronhia emarginata"
