"Accepted Symbol","Synonym Symbol","Scientific Name"
"PHCAT","","Phlox carolina ssp. turritella"
"PHCL","","Phlox cluteana"
"PHCO10","","Phlox colubrina"
"PHCO11","","Phlox condensata"
"PHCO12","","Phlox covillei"
"PHCU2","","Phlox cuspidata"
"PHDI3","","Phlox diffusa"
"PHDID2","","Phlox diffusa ssp. diffusa"
"PHDIL5","","Phlox diffusa ssp. longistylis"
"PHDIS2","","Phlox diffusa ssp. scleranthifolia"
"PHDIS","","Phlox diffusa ssp. subcarinata"
"PHDI4","","Phlox dispersa"
"PHDI5","","Phlox divaricata"
"PHDID3","","Phlox divaricata ssp. divaricata"
"PHDIL6","","Phlox divaricata ssp. laphamii"
"PHDO2","","Phlox dolichantha"
"PHDR","","Phlox drummondii"
"PHDRD","","Phlox drummondii ssp. drummondii"
"PHDRJ","","Phlox drummondii ssp. johnstonii"
"PHDRM2","","Phlox drummondii ssp. mcallisteri"
"PHDRT","","Phlox drummondii ssp. tharpii"
"PHDRW","","Phlox drummondii ssp. wilcoxiana"
"PHFL5","","Phlox floridana"
"PHGL4","","Phlox glaberrima"
"PHGLG2","","Phlox glaberrima ssp. glaberrima"
"PHGLI","","Phlox glaberrima ssp. interior"
"PHGLT","","Phlox glaberrima ssp. triflora"
"PHGL5","","Phlox glabriflora"
"PHGLG3","","Phlox glabriflora ssp. glabriflora"
"PHGLL","","Phlox glabriflora ssp. littoralis"
"PHGL10","","Phlox gladiformis"
"PHGR10","","Phlox griseola"
"PHGRG2","","Phlox griseola ssp. griseola"
"PHGRT","","Phlox griseola ssp. tumulosa"
"PHHE9","","Phlox hendersonii"
"PHHO","","Phlox hoodii"
"PHHOC","","Phlox hoodii ssp. canescens"
"PHHOG","","Phlox hoodii ssp. glabrata"
"PHHOH","","Phlox hoodii ssp. hoodii"
"PHHOL","","Phlox hoodii ssp. lanata"
"PHHOM","","Phlox hoodii ssp. muscoides"
"PHHOV","","Phlox hoodii ssp. viscidula"
"PHID2","","Phlox idahonis"
"PHJO","","Phlox jonesii"
"PHKE","","Phlox kelseyi"
"PHKEG","","Phlox kelseyi ssp. glandulosa"
"PHKEK","","Phlox kelseyi ssp. kelseyi"
"PHKES","","Phlox kelseyi ssp. salina"
"PHLA13","","Phlox latifolia"
"PHLO2","","Phlox longifolia"
"PHLOB","","Phlox longifolia ssp. brevifolia"
"PHLOL2","","Phlox longifolia ssp. longifolia"
"PHLO5","","Phlox longipilosa"
"PHMA4","","Phlox maculata"
"PHMAM","","Phlox maculata ssp. maculata"
"PHMAP3","","Phlox maculata ssp. pyramidalis"
"PHME2","","Phlox mesoleuca"
"PHMI13","","Phlox missoulensis"
"PHMO6","","Phlox mollis"
"PHMU3","","Phlox multiflora"
"PHMUD","","Phlox multiflora ssp. depressa"
"PHMUM","","Phlox multiflora ssp. multiflora"
"PHMUP","","Phlox multiflora ssp. patula"
"PHNA2","","Phlox nana"
"PHNI","","Phlox nivalis"
"PHNIH","","Phlox nivalis ssp. hentzii"
"PHNIN","","Phlox nivalis ssp. nivalis"
"PHNIT","","Phlox nivalis ssp. texensis"
"PHOK","","Phlox oklahomensis"
"PHOP2","","Phlox opalensis"
"PHPA9","","Phlox paniculata"
"PHPI","","Phlox pilosa"
"PHPID2","","Phlox pilosa ssp. deamii"
"PHPID","","Phlox pilosa ssp. detonsa"
"PHPIF2","","Phlox pilosa ssp. fulgida"
"PHPIL","","Phlox pilosa ssp. latisepala"
"PHPIO2","","Phlox pilosa ssp. ozarkana"
"PHPIP2","","Phlox pilosa ssp. pilosa"
"PHPIP","","Phlox pilosa ssp. pulcherrima"
"PHPIR","","Phlox pilosa ssp. riparia"
"PHPIS","","Phlox pilosa ssp. sangamonensis"
"PHPU16","","Phlox pulchra"
"PHPU5","","Phlox pulvinata"
"PHPU12","","Phlox pungens"
"PHRI4","","Phlox richardsonii"
"PHRIA","","Phlox richardsonii ssp. alaskensis"
"PHRIR","","Phlox richardsonii ssp. richardsonii"
"PHRI5","","Phlox rigida"
"PHRO3","","Phlox roemeriana"
"PHSI","","Phlox sibirica"
"PHSIB","","Phlox sibirica ssp. borealis"
"PHSO5","","Phlox solivagus"
"PHSP","","Phlox speciosa"
"PHSPL","","Phlox speciosa ssp. lanceolata"
"PHSPL2","","Phlox speciosa ssp. lignosa"
"PHSPN2","","Phlox speciosa ssp. nitida"
"PHSPO","","Phlox speciosa ssp. occidentalis"
"PHSPS","","Phlox speciosa ssp. speciosa"
"PHSPW","","Phlox speciosa ssp. woodhousei"
"PHST3","","Phlox stolonifera"
"PHSU3","","Phlox subulata"
"PHSUA2","","Phlox subulata ssp. australis"
"PHSUB2","","Phlox subulata ssp. brittonii"
"PHSUS2","","Phlox subulata ssp. subulata"
"PHTE6","","Phlox tenuifolia"
"PHTR","","Phlox triovulata"
"PHVA3","","Phlox variabilis"
"PHVAN","","Phlox variabilis ssp. nudata"
"PHVAV","","Phlox variabilis ssp. variabilis"
"PHVE2","","Phlox vermejoensis"
"PHVI3","","Phlox viscida"
"PHGR12","","Phoebanthus grandiflorus"
"PHTE7","","Phoebanthus tenuifolius"
"PHCH","","Phoenicaulis cheiranthoides"
"PHAR5","","Pholisma arenarium"
"PHSO","","Pholisma sonorae"
"PHAU4","","Pholistoma auritum"
"PHAUA","","Pholistoma auritum var. arizonicum"
"PHAUA2","","Pholistoma auritum var. auritum"
"PHME3","","Pholistoma membranaceum"
"PHRA5","","Pholistoma racemosum"
"PHTE8","","Phormium tenax"
"PHKA9","","Phreatia kanehirae"
"PHMI21","","Phreatia micrantha"
"PHPA33","","Phreatia palawensis"
"PHLE5","","Phryma leptostachya"
"PHIN28","","Phyla ×intermedia"
"PHCA49","","Phyla canescens"
"PHCU3","","Phyla cuneifolia"
"PHFR11","","Phyla fruticosa"
"PHLA3","","Phyla lanceolata"
"PHNO2","","Phyla nodiflora"
"PHST8","","Phyla stoechadifolia"
"PHAB","","Phyllanthus abnormis"
"PHABA","","Phyllanthus abnormis var. abnormis"
"PHABR","","Phyllanthus abnormis var. riograndensis"
"PHAM5","","Phyllanthus amarus"
"PHCA9","","Phyllanthus caroliniensis"
"PHCAC","","Phyllanthus caroliniensis ssp. caroliniensis"
"PHCAS","","Phyllanthus caroliniensis ssp. saxicola"
"PHDE4","","Phyllanthus debilis"
"PHFL10","","Phyllanthus fluitans"
"PHFR5","","Phyllanthus fraternus"
"PHLI13","","Phyllanthus liebmannianus"
"PHLIP2","","Phyllanthus liebmannianus ssp. platylepis"
"PHMA31","","Phyllanthus marianus"
"PHNI2","","Phyllanthus niruri"
"PHNIL","","Phyllanthus niruri ssp. lathyroides"
"PHNIN2","","Phyllanthus niruri ssp. niruri"
"PHPE7","","Phyllanthus pentaphyllus"
"PHPEP2","","Phyllanthus pentaphyllus ssp. pentaphyllus"
"PHPEF2","","Phyllanthus pentaphyllus ssp. pentaphyllus var. floridanus"
"PHPEP","","Phyllanthus pentaphyllus ssp. polycladus"
"PHPO3","","Phyllanthus polygonoides"
"PHPU6","","Phyllanthus pudens"
"PHSA15","","Phyllanthus saffordii"
"PHST5","","Phyllanthus stipulatus"
"PHTE5","","Phyllanthus tenellus"
"PHUR","","Phyllanthus urinaria"
"PHSC2","","Phyllospadix scouleri"
"PHSE11","","Phyllospadix serrulatus"
"PHTO","","Phyllospadix torreyi"
"PHYA","","Phyllostegia ×yamaguchii"
"PHBR6","","Phyllostegia bracteata"
"PHBR7","","Phyllostegia brevidens"
"PHGL7","","Phyllostegia glabra"
"PHGLG","","Phyllostegia glabra var. glabra"
"PHGLL2","","Phyllostegia glabra var. lanaiensis"
"PHHA15","","Phyllostegia haliakalae"
"PHHE10","","Phyllostegia helleri"
"PHHI4","","Phyllostegia hillebrandii"
"PHHI6","","Phyllostegia hispida"
"PHKA6","","Phyllostegia kaalaensis"
"PHKA8","","Phyllostegia kahiliensis"
"PHKN","","Phyllostegia knudsenii"
"PHMA11","","Phyllostegia macrophylla"
"PHMA12","","Phyllostegia mannii"
"PHMI22","","Phyllostegia micrantha"
"PHMO7","","Phyllostegia mollis"
"PHPA14","","Phyllostegia parviflora"
"PHPAG","","Phyllostegia parviflora var. glabriuscula"
"PHPAL","","Phyllostegia parviflora var. lydgatei"
"PHPAP3","","Phyllostegia parviflora var. parviflora"
"PHPI6","","Phyllostegia pilosa"
"PHRA6","","Phyllostegia racemosa"
"PHRO5","","Phyllostegia rockii"
"PHVA5","","Phyllostegia variabilis"
"PHVE8","","Phyllostegia velutina"
"PHVE4","","Phyllostegia vestita"
"PHWA2","","Phyllostegia wawrana"
"PHGR61","","Phymatosorus grossus"
"PHSC14","","Phymatosorus scolopendria"
"PHAC6","","Physalis acutifolia"
"PHAL5","","Physalis alkekengi"
"PHAN5","","Physalis angulata"
"PHAN8","","Physalis angustifolia"
"PHAR14","","Physalis arenicola"
"PHCA16","","Physalis carpenteri"
"PHCA17","","Physalis caudella"
"PHCI4","","Physalis cinerascens"
"PHCIC3","","Physalis cinerascens var. cinerascens"
"PHCIS","","Physalis cinerascens var. spathulifolia"
"PHCO22","","Physalis cordata"
"PHCR4","","Physalis crassifolia"
"PHCRC4","","Physalis crassifolia var. crassifolia"
"PHCRV","","Physalis crassifolia var. versicolor"
"PHGR22","","Physalis grisea"
"PHHE4","","Physalis hederifolia"
"PHHEC","","Physalis hederifolia var. comata"
"PHHEF","","Physalis hederifolia var. fendleri"
"PHHEH2","","Physalis hederifolia var. hederifolia"
"PHHEP2","","Physalis hederifolia var. palmeri"
"PHHE5","","Physalis heterophylla"
"PHHEH3","","Physalis heterophylla var. heterophylla"
"PHHER2","","Physalis heterophylla var. rowellii"
"PHHI8","","Physalis hispida"
"PHLA32","","Physalis lanceolata"
"PHLA10","","Physalis latiphysa"
"PHLO4","","Physalis longifolia"
"PHLOL3","","Physalis longifolia var. longifolia"
"PHLOS","","Physalis longifolia var. subglabrata"
"PHMI14","","Physalis minima"
"PHMI5","","Physalis missouriensis"
"PHMO9","","Physalis mollis"
"PHMOM2","","Physalis mollis var. mollis"
"PHMOV","","Physalis mollis var. variovestita"
"PHPH2","","Physalis philadelphica"
"PHPHI","","Physalis philadelphica var. immaculata"
"PHPU7","","Physalis pubescens"
"PHPUI","","Physalis pubescens var. integrifolia"
"PHPUP4","","Physalis pubescens var. pubescens"
"PHPU8","","Physalis pumila"
"PHSU7","","Physalis subulata"
"PHSUN","","Physalis subulata var. neomexicana"
"PHTU3","","Physalis turbinata"
"PHVI5","","Physalis virginiana"
"PHVIC4","","Physalis virginiana var. campaniforma"
"PHVIP","","Physalis virginiana var. polyphylla"
"PHVIT","","Physalis virginiana var. texana"
"PHVIV3","","Physalis virginiana var. virginiana"
"PHVI17","","Physalis viscosa"
"PHWA4","","Physalis walteri"
"PHAC4","","Physaria acutifolia"
"PHACA","","Physaria acutifolia var. acutifolia"
"PHACP","","Physaria acutifolia var. purpurea"
"PHAL6","","Physaria alpestris"
"PHAL10","","Physaria alpina"
"PHBE2","","Physaria bellii"
"PHBR5","","Physaria brassicoides"
"PHCH2","","Physaria chambersii"
"PHCO16","","Physaria condensata"
"PHDI6","","Physaria didymocarpa"
"PHDID","","Physaria didymocarpa var. didymocarpa"
"PHDIL","","Physaria didymocarpa var. lanata"
"PHDIL2","","Physaria didymocarpa var. lyrata"
"PHDO4","","Physaria dornii"
"PHEB","","Physaria eburniflora"
"PHFL3","","Physaria floribunda"
"PHFLF2","","Physaria floribunda var. floribunda"
"PHFLO2","","Physaria floribunda var. osterhoutii"
"PHGE","","Physaria geyeri"
"PHGEG","","Physaria geyeri var. geyeri"
"PHGEP","","Physaria geyeri var. purpurea"
"PHGR8","","Physaria grahamii"
"PHIN19","","Physaria integrifolia"
"PHINI","","Physaria integrifolia var. integrifolia"
"PHINM","","Physaria integrifolia var. monticola"
"PHIV2","","Physaria iveyana"
"PHLE10","","Physaria lepidota"
"PHLEL","","Physaria lepidota var. lepidota"
"PHLEM","","Physaria lepidota var. membranacea"
"PHNE5","","Physaria newberryi"
"PHNEN","","Physaria newberryi var. newberryi"
"PHNER","","Physaria newberryi var. racemosa"
"PHNEY","","Physaria newberryi var. yesicola"
"PHOB","","Physaria obcordata"
"PHOR2","","Physaria oregona"
"PHRE9","","Physaria rectipes"
"PHRE8","","Physaria reediana"
"PHRE2","","Physaria repanda"
"PHRO4","","Physaria rollinsii"
"PHSA4","","Physaria saximontana"
"PHSAD","","Physaria saximontana var. dentata"
"PHSAS","","Physaria saximontana var. saximontana"
"PHSC","","Physaria scrotiformis"
"PHST14","","Physaria stylosa"
"PHVI7","","Physaria vitulifera"
"PHAN6","","Physostegia angustifolia"
"PHCO17","","Physostegia correllii"
"PHDI7","","Physostegia digitalis"
"PHGO2","","Physostegia godfreyi"
"PHIN8","","Physostegia intermedia"
"PHLE13","","Physostegia ledinghamii"
"PHLE9","","Physostegia leptophylla"
"PHLO11","","Physostegia longisepala"
"PHPA10","","Physostegia parviflora"
"PHPU9","","Physostegia pulchella"
"PHPU10","","Physostegia purpurea"
"PHVI8","","Physostegia virginiana"
"PHVIP2","","Physostegia virginiana ssp. praemorsa"
"PHVIV","","Physostegia virginiana ssp. virginiana"
"PHAM4","","Phytolacca americana"
"PHAMA3","","Phytolacca americana var. americana"
"PHAMR","","Phytolacca americana var. rigida"
"PHHE21","","Phytolacca heterotepala"
"PHIC","","Phytolacca icosandra"
"PHOC","","Phytolacca octandra"
"PHRI3","","Phytolacca rivinoides"
"PHSA2","","Phytolacca sandwicensis"
"PIOP","","Picradeniopsis oppositifolia"
"PIWO","","Picradeniopsis woodhousei"
"PIFE","","Picria fel-terrae"
"PIEC","","Picris echioides"
"PIHI","","Picris hieracioides"
"PIHIH","","Picris hieracioides ssp. hieracioides"
"PIHIK","","Picris hieracioides ssp. kamtschatica"
"PIPA9","","Picris pauciflora"
"PISP","","Picris sprengeriana"
"PIDE2","","Pilea depressa"
"PIFO","","Pilea fontana"
"PIHE","","Pilea herniarioides"
"PIIN2","","Pilea inaequalis"
"PIIN6","","Pilea involucrata"
"PIKR","","Pilea krugii"
"PILE2","","Pilea leptophylla"
"PIMA5","","Pilea margarettiae"
"PIMI2","","Pilea microphylla"
"PIMU3","","Pilea multicaulis"
"PINU","","Pilea nummulariifolia"
"PIPA7","","Pilea parietaria"
"PIPE5","","Pilea peploides"
"PIPE10","","Pilea perfragilis"
"PIPU2","","Pilea pumila"
"PIPUD","","Pilea pumila var. deamii"
"PIPUP","","Pilea pumila var. pumila"
"PIRI3","","Pilea richardii"
"PIRI4","","Pilea rivoriae"
"PISA4","","Pilea sanctae-crucis"
"PISE2","","Pilea semidentata"
"PITE4","","Pilea tenerrima"
"PITR4","","Pilea trianthemoides"
"PIYU2","","Pilea yunquensis"
"PITH","","Pilostyles thurberi"
"PIAM","","Pilularia americana"
"PIAN3","","Pimpinella anisum"
"PIMA6","","Pimpinella major"
"PISA","","Pimpinella saxifraga"
"PISAN","","Pimpinella saxifraga ssp. nigra"
"PISAS","","Pimpinella saxifraga ssp. saxifraga"
"PIPA","","Pinaropappus parvus"
"PIRO","","Pinaropappus roseus"
"PIROF","","Pinaropappus roseus var. foliosus"
"PIROR","","Pinaropappus roseus var. roseus"
"PITE","","Pinellia ternata"
"PICA7","","Pinguicula caerulea"
"PIIO","","Pinguicula ionantha"
"PILU2","","Pinguicula lutea"
"PIMA7","","Pinguicula macroceras"
"PIMAM2","","Pinguicula macroceras var. macroceras"
"PIMAM3","","Pinguicula macroceras var. microceras"
"PIPL","","Pinguicula planifolia"
"PIPR","","Pinguicula primuliflora"
"PIPU4","","Pinguicula pumila"
"PIVI","","Pinguicula villosa"
"PIVU","","Pinguicula vulgaris"
"PICA13","","Piperia candida"
"PICO8","","Piperia colemanii"
"PICO9","","Piperia cooperi"
"PIEL2","","Piperia elegans"
"PIELD2","","Piperia elegans ssp. decurtata"
"PIELE4","","Piperia elegans ssp. elegans"
"PIEL4","","Piperia elongata"
"PILE3","","Piperia leptopetala"
"PIMI6","","Piperia michaelii"
"PITR3","","Piperia transversa"
"PIUN3","","Piperia unalascensis"
"PIYA","","Piperia yadonii"
"PICI","","Piriqueta cistoides"
"PICIC","","Piriqueta cistoides ssp. caroliniana"
"PICIC2","","Piriqueta cistoides ssp. cistoides"
"PIRA4","","Piriqueta racemosa"
"PIVI4","","Piriqueta viscosa"
"PIST2","","Pistia stratiotes"
"PIFU","","Pisum fulvum"
"PISA6","","Pisum sativum"
"PIAN","","Pitcairnia angustifolia"
"PIANA","","Pitcairnia angustifolia var. angustifolia"
"PIANS","","Pitcairnia angustifolia var. simplicior"
"PIAS2","","Pityopsis aspera"
"PIASA","","Pityopsis aspera var. adenolepis"
"PIASA2","","Pityopsis aspera var. aspera"
"PIFA","","Pityopsis falcata"
"PIFL5","","Pityopsis flexuosa"
"PIGR4","","Pityopsis graminifolia"
"PIGRA","","Pityopsis graminifolia var. aequilifolia"
"PIGRG","","Pityopsis graminifolia var. graminifolia"
"PIGRL","","Pityopsis graminifolia var. latifolia"
"PIGRT","","Pityopsis graminifolia var. tenuifolia"
"PIGRT2","","Pityopsis graminifolia var. tracyi"
"PIOL","","Pityopsis oligantha"
"PIPI4","","Pityopsis pinifolia"
"PIRU3","","Pityopsis ruthii"
"PICA9","","Pityopus californica"
"PIMA12","","Pityrogramma ×mackenneyi"
"PIAU4","","Pityrogramma austroamericana"
"PICA4","","Pityrogramma calomelanos"
"PICH","","Pityrogramma chrysophylla"
"PICHG","","Pityrogramma chrysophylla var. gabrielae"
"PICHS","","Pityrogramma chrysophylla var. subflexuosa"
"PIEB","","Pityrogramma ebenea"
"PISU2","","Pityrogramma sulphurea"
"PITR2","","Pityrogramma trifoliata"
"PLAC","","Plagiobothrys acanthocarpus"
"PLAR","","Plagiobothrys arizonicus"
"PLAU","","Plagiobothrys austiniae"
"PLBR","","Plagiobothrys bracteatus"
"PLBRA","","Plagiobothrys bracteatus var. aculeolatus"
"PLBRB","","Plagiobothrys bracteatus var. bracteatus"
"PLCA2","","Plagiobothrys canescens"
"PLCAC3","","Plagiobothrys canescens var. canescens"
"PLCAC4","","Plagiobothrys canescens var. catalinensis"
"PLCH","","Plagiobothrys chorisianus"
"PLCHC","","Plagiobothrys chorisianus var. chorisianus"
"PLCHH","","Plagiobothrys chorisianus var. hickmanii"
"PLCO13","","Plagiobothrys collinus"
"PLCOC","","Plagiobothrys collinus var. californicus"
"PLCOF","","Plagiobothrys collinus var. fulvescens"
"PLCOG","","Plagiobothrys collinus var. gracilis"
"PLCOU","","Plagiobothrys collinus var. ursinus"
"PLDI2","","Plagiobothrys distantiflorus"
"PLFI","","Plagiobothrys figuratus"
"PLFIC","","Plagiobothrys figuratus ssp. corallicarpus"
"PLFIF","","Plagiobothrys figuratus ssp. figuratus"
"PLFU","","Plagiobothrys fulvus"
"PLFUC","","Plagiobothrys fulvus var. campestris"
"PLGL","","Plagiobothrys glaber"
"PLGL4","","Plagiobothrys glomeratus"
"PLGL2","","Plagiobothrys glyptocarpus"
"PLGLG","","Plagiobothrys glyptocarpus var. glyptocarpus"
"PLGLM","","Plagiobothrys glyptocarpus var. modestus"
"PLGR","","Plagiobothrys greenei"
"PLHI6","","Plagiobothrys hirtus"
"PLHI3","","Plagiobothrys hispidus"
"PLHU","","Plagiobothrys humistratus"
"PLHY","","Plagiobothrys hystriculus"
"PLIN","","Plagiobothrys infectivus"
"PLJO","","Plagiobothrys jonesii"
"PLKI","","Plagiobothrys kingii"
"PLKIH","","Plagiobothrys kingii var. harknessii"
"PLKIK","","Plagiobothrys kingii var. kingii"
"PLLA3","","Plagiobothrys lamprocarpus"
"PLLE","","Plagiobothrys leptocladus"
"PLLI","","Plagiobothrys lithocaryus"
"PLMO","","Plagiobothrys mollis"
"PLMOM","","Plagiobothrys mollis var. mollis"
"PLMOV","","Plagiobothrys mollis var. vestitus"
"PLMY","","Plagiobothrys myosotoides"
"PLNI2","","Plagiobothrys nitens"
"PLNO","","Plagiobothrys nothofulvus"
"PLOR","","Plagiobothrys orientalis"
"PLPA","","Plagiobothrys parishii"
"PLPR3","","Plagiobothrys pringlei"
"PLRE","","Plagiobothrys reticulatus"
"PLSA3","","Plagiobothrys salsus"
"PLSC2","","Plagiobothrys scouleri"
"PLSCC","","Plagiobothrys scouleri var. cusickii"
"PLSCH","","Plagiobothrys scouleri var. hispidulus"
"PLSCS","","Plagiobothrys scouleri var. scouleri"
"PLSC3","","Plagiobothrys scriptus"
"PLSH","","Plagiobothrys shastensis"
"PLST","","Plagiobothrys stipitatus"
"PLSTM","","Plagiobothrys stipitatus var. micranthus"
"PLSTS","","Plagiobothrys stipitatus var. stipitatus"
"PLST2","","Plagiobothrys strictus"
"PLTE","","Plagiobothrys tenellus"
"PLTE2","","Plagiobothrys tener"
"PLTES","","Plagiobothrys tener var. subglaber"
"PLTET","","Plagiobothrys tener var. tener"
"PLTO","","Plagiobothrys torreyi"
"PLTOD","","Plagiobothrys torreyi var. diffusus"
"PLTOT","","Plagiobothrys torreyi var. torreyi"
"PLTR","","Plagiobothrys trachycarpus"
"PLUN","","Plagiobothrys uncinatus"
"PLUN2","","Plagiobothrys undulatus"
"PLAF","","Plantago afra"
"PLAR6","","Plantago arenaria"
"PLAR9","","Plantago argyrea"
"PLAR3","","Plantago aristata"
"PLAU4","","Plantago australis"
"PLAUH","","Plantago australis ssp. hirtella"
"PLBI2","","Plantago bigelovii"
"PLBIB","","Plantago bigelovii ssp. bigelovii"
"PLBIC","","Plantago bigelovii ssp. californica"
"PLCA3","","Plantago canescens"
"PLCO2","","Plantago cordata"
"PLCO3","","Plantago coronopus"
"PLDE","","Plantago debilis"
"PLEL","","Plantago elongata"
"PLELE","","Plantago elongata ssp. elongata"
"PLELP","","Plantago elongata ssp. pentasperma"
"PLER3","","Plantago erecta"
"PLER","","Plantago eriopoda"
"PLFI3","","Plantago firma"
"PLHA2","","Plantago hawaiensis"
"PLHE","","Plantago helleri"
"PLHE2","","Plantago heterophylla"
"PLHO","","Plantago hookeriana"
"PLLA","","Plantago lanceolata"
"PLMA","","Plantago macrocarpa"
"PLMA2","","Plantago major"
"PLMA3","","Plantago maritima"
"PLMAC2","","Plantago maritima var. californica"
"PLMAJ","","Plantago maritima var. juncoides"
"PLME","","Plantago media"
"PLOV","","Plantago ovata"
"PLPA4","","Plantago pachyphylla"
"PLPA2","","Plantago patagonica"
"PLPR","","Plantago princeps"
"PLPRA2","","Plantago princeps var. anomala"
"PLPRL","","Plantago princeps var. laxiflora"
"PLPRL2","","Plantago princeps var. longibracteata"
"PLPRP","","Plantago princeps var. princeps"
"PLPU","","Plantago pusilla"
"PLRH","","Plantago rhodosperma"
"PLRU","","Plantago rugelii"
"PLRUA","","Plantago rugelii var. asperula"
"PLRUR","","Plantago rugelii var. rugelii"
"PLSP","","Plantago sparsiflora"
"PLSU2","","Plantago subnuda"
"PLTW","","Plantago tweedyi"
"PLVI","","Plantago virginica"
"PLWR","","Plantago wrightiana"
"PLAN","","Platanthera ×andrewsii"
"PLAP3","","Platanthera ×apalachicola"
"PLBI","","Platanthera ×bicolor"
"PLCA8","","Platanthera ×canbyi"
