,,birch,,,buds,,,,,,,,,,,,,,,,,,,,
,year,phenotype,d/mo/yr,julian date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,total
2742,2005,puu6,17/5/05,137.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2746,2005,puu7A,9/5/05,129.00,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,9
2747,2005,puu7A,10/5/05,130.00,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,12
2748,2005,puu7A,11/5/05,131.00,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,12
2749,2005,puu7A,12/5/05,132.00,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,18
2750,2005,puu7A,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2756,2005,puu8,7/5/05,127.00,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
2757,2005,puu8,8/5/05,128.00,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
2758,2005,puu8,9/5/05,129.00,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,11
2759,2005,puu8,10/5/05,130.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,17
2760,2005,puu8,11/5/05,131.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,17
2761,2005,puu8,12/5/05,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2773,2005,puu9,12/5/05,132.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2774,2005,puu9,13/5/05,133.00,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4
2775,2005,puu9,14/5/05,134.00,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4
2776,2005,puu9,15/5/05,135.00,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4
2777,2005,puu9,16/5/05,136.00,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,10
2778,2005,puu9,17/5/05,137.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2782,2005,puu10,9/5/05,129.00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2783,2005,puu10,10/5/05,130.00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2784,2005,puu10,11/5/05,131.00,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2785,2005,puu10,12/5/05,132.00,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
2786,2005,puu10,13/5/05,133.00,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,17
2787,2005,puu10,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2795,2005,puu11,10/5/05,130.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2796,2005,puu11,11/5/05,131.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2797,2005,puu11,12/5/05,132.00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2798,2005,puu11,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2806,2005,puu12,9/5/05,129.00,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
2807,2005,puu12,10/5/05,130.00,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
2808,2005,puu12,11/5/05,131.00,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
2809,2005,puu12,12/5/05,132.00,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,12
2810,2005,puu12,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,17
2811,2005,puu12,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2822,2005,puu13,13/5/05,133.00,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6
2823,2005,puu13,14/5/05,134.00,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,9
2824,2005,puu13,15/5/05,135.00,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,9
2825,2005,puu13,16/5/05,136.00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2826,2005,puu13,17/5/05,137.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2832,2005,puu14,11/5/05,131.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2833,2005,puu14,12/5/05,132.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2834,2005,puu14,13/5/05,133.00,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7
2835,2005,puu14,14/5/05,134.00,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,14
2836,2005,puu14,15/5/05,135.00,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,14
2837,2005,puu14,16/5/05,136.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2838,2005,puu14,17/5/05,137.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2843,2005,puu15,10/5/05,130.00,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2844,2005,puu15,11/5/05,131.00,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2845,2005,puu15,12/5/05,132.00,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,7
2846,2005,puu15,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2854,2005,puu16,9/5/05,129.00,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4
2855,2005,puu16,10/5/05,130.00,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8
2856,2005,puu16,11/5/05,131.00,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,12
2857,2005,puu16,12/5/05,132.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,16
2858,2005,puu16,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2864,2005,puu17,7/5/05,127.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2865,2005,puu17,8/5/05,128.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2866,2005,puu17,9/5/05,129.00,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,8
2867,2005,puu17,10/5/05,130.00,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,14
2868,2005,puu17,11/5/05,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,18
2869,2005,puu17,12/5/05,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2882,2005,puu18,13/5/05,133.00,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,11
2883,2005,puu18,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2889,2005,puu19,8/5/05,128.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2890,2005,puu19,9/5/05,129.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2891,2005,puu19,10/5/05,130.00,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2892,2005,puu19,11/5/05,131.00,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5
2893,2005,puu19,12/5/05,132.00,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,8
2894,2005,puu19,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2900,2005,puu20,7/5/05,127.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2901,2005,puu20,8/5/05,128.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2902,2005,puu20,9/5/05,129.00,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,8
2903,2005,puu20,10/5/05,130.00,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,15
2904,2005,puu20,11/5/05,131.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
2905,2005,puu20,12/5/05,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2914,2005,puu21,9/5/05,129.00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2915,2005,puu21,10/5/05,130.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2916,2005,puu21,11/5/05,131.00,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2917,2005,puu21,12/5/05,132.00,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6
2918,2005,puu21,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2929,2005,puu22,12/5/05,132.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
2930,2005,puu22,13/5/05,133.00,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,14
2931,2005,puu22,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2942,2005,puu23,13/5/05,133.00,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7
2943,2005,puu23,14/5/05,134.00,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,8
2944,2005,puu23,15/5/05,135.00,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,8
2945,2005,puu23,16/5/05,136.00,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,15
2946,2005,puu23,17/5/05,137.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2954,2005,puu24,13/5/05,133.00,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,7
2955,2005,puu24,14/5/05,134.00,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,10
2956,2005,puu24,15/5/05,135.00,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,10
2957,2005,puu24,16/5/05,136.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2966,2005,puu25,13/5/05,133.00,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,8
2967,2005,puu25,14/5/05,134.00,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,11
2968,2005,puu25,15/5/05,135.00,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,11
2969,2005,puu25,16/5/05,136.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2973,2005,puu26,8/5/05,128.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2974,2005,puu26,9/5/05,129.00,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2975,2005,puu26,10/5/05,130.00,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,8
2976,2005,puu26,11/5/05,131.00,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,13
2977,2005,puu26,12/5/05,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18
2978,2005,puu26,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2997,2005,puu27A,8/5/05,128.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2998,2005,puu27A,9/5/05,129.00,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2999,2005,puu27A,10/5/05,130.00,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
3000,2005,puu27A,11/5/05,131.00,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8
3001,2005,puu27A,12/5/05,132.00,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,11
3002,2005,puu27A,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
3010,2005,puu28,9/5/05,129.00,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,6
3011,2005,puu28,10/5/05,130.00,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,14
3012,2005,puu28,11/5/05,131.00,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,16
3013,2005,puu28,12/5/05,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,18
3014,2005,puu28,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
3023,2005,puu29,10/5/05,130.00,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
3024,2005,puu29,11/5/05,131.00,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
3025,2005,puu29,12/5/05,132.00,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8
3026,2005,puu29,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
3041,2005,puu30,16/5/05,136.00,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,6
3042,2005,puu30,17/5/05,137.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
