block,rainfall,temp,plot,treepl2,treeplot,treeloc,tree_id,species,dead,tree_form,first_bud,three_buds,first_leaf,three_leaves,leaf_expansion,first_bud_doy,third_buds_doy,first_leaf_doy,third_leaf_doy,leaf_expansion_doy
3,0,0,33,2,W     ,3,548,Q. rubra  ,1,4,,,,,,,,,,
3,0,0,33,3,S     ,1,131,B. lenta  ,1,,,,,,,,,,,
3,0,0,33,3,S     ,2,533,A. rubrum ,1,,,,,,,,,,,
3,0,0,33,3,S     ,3,549,Q. rubra  ,1,,,,,,,,,,,
3,0,0,33,4,E     ,1,132,B. lenta  ,0,4,24-Apr-09,27-Apr-09,29-Apr-09,2-May-09,4-May-09,114,117,119,122,124
3,0,0,33,4,E     ,2,550,Q. rubra  ,0,3,29-Apr-09,29-Apr-09,8-May-09,8-May-09,15-May-09,119,119,128,128,135
3,0,0,33,4,E     ,4,534,A. rubrum ,1,,,27-Apr-09,6-May-09,6-May-09,,,117,126,126,
3,0,1,34,1,N     ,1,535,A. rubrum ,0,2,15-Apr-09,17-Apr-09,22-Apr-09,27-Apr-09,2-May-09,105,107,112,117,122
3,0,1,34,1,N     ,2,133,B. lenta  ,0,4,27-Apr-09,27-Apr-09,2-May-09,11-May-09,11-May-09,117,117,122,131,131
3,0,1,34,1,N     ,4,551,Q. rubra  ,0,4,29-Apr-09,29-Apr-09,6-May-09,8-May-09,23-May-09,119,119,126,128,143
3,0,1,34,2,W     ,1,134,B. lenta  ,1,4,,,,,,,,,,
3,0,1,34,2,W     ,2,552,Q. rubra  ,1,3,,,,,,,,,,
3,0,1,34,2,W     ,4,536,A. rubrum ,0,3,17-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,8-May-09,107,114,117,119,128
3,0,1,34,3,S     ,1,553,Q. rubra  ,0,4,27-Apr-09,27-Apr-09,8-May-09,8-May-09,1-Jun-09,117,117,128,128,152
3,0,1,34,3,S     ,2,135,B. lenta  ,0,4,20-Apr-09,20-Apr-09,29-Apr-09,4-May-09,8-May-09,110,110,119,124,128
3,0,1,34,3,S     ,4,537,A. rubrum ,1,2,,,,,,,,,,
3,0,1,34,4,E     ,1,538,Q. rubra  ,1,,,,,,,,,,,
3,0,1,34,4,E     ,3,554,Q. rubra  ,0,4,24-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,8-May-09,114,114,117,119,128
3,0,1,34,4,E     ,4,136,B. lenta  ,0,4,27-Apr-09,27-Apr-09,29-Apr-09,4-May-09,4-May-09,117,117,119,124,124
3,0,2,35,1,N     ,2,539,A. rubrum ,0,4,24-Apr-09,27-Apr-09,27-Apr-09,29-Apr-09,18-May-09,114,117,117,119,138
3,0,2,35,1,N     ,3,555,Q. rubra  ,0,4,15-Apr-09,15-Apr-09,20-Apr-09,22-Apr-09,27-Apr-09,105,105,110,112,117
3,0,2,35,1,N     ,4,137,B. lenta  ,1,4,,,,,,,,,,
3,0,2,35,2,W     ,2,540,A. rubrum ,0,3,15-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,2-May-09,105,110,117,117,122
3,0,2,35,2,W     ,3,138,B. lenta  ,0,4,15-Apr-09,24-Apr-09,17-Apr-09,29-Apr-09,29-Apr-09,105,114,107,119,119
3,0,2,35,2,W     ,4,556,Q. rubra  ,0,3,24-Apr-09,24-Apr-09,27-Apr-09,27-Apr-09,2-May-09,114,114,117,117,122
3,0,2,35,3,S     ,1,139,B. lenta  ,0,4,27-Apr-09,27-Apr-09,2-May-09,4-May-09,4-May-09,117,117,122,124,124
3,0,2,35,3,S     ,2,557,Q. rubra  ,0,4,11-Apr-09,11-Apr-09,15-Apr-09,17-Apr-09,20-Apr-09,101,101,105,107,110
3,0,2,35,3,S     ,3,541,A. rubrum ,1,4,,,,,,,,,,
3,0,2,35,4,E     ,1,140,B. lenta  ,0,4,11-Apr-09,11-Apr-09,17-Apr-09,17-Apr-09,22-Apr-09,101,101,107,107,112
3,0,2,35,4,E     ,2,558,Q. rubra  ,0,4,2-May-09,2-May-09,8-May-09,8-May-09,11-May-09,122,122,128,128,131
3,0,2,35,4,E     ,4,542,A. rubrum ,1,4,,,,,,,,,,
3,0,3,36,1,N     ,2,543,A. rubrum ,0,4,11-Apr-09,11-Apr-09,11-Apr-09,11-Apr-09,15-Apr-09,101,101,101,101,105
3,0,3,36,1,N     ,3,141,B. lenta  ,0,4,11-Apr-09,11-Apr-09,15-Apr-09,20-Apr-09,24-Apr-09,101,101,105,110,114
3,0,3,36,1,N     ,4,561,Q. rubra  ,0,4,15-Apr-09,15-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,105,105,110,117,117
3,0,3,36,2,W     ,1,562,Q. rubra  ,1,1,,,,,,,,,,
3,0,3,36,2,W     ,2,544,A. rubrum ,1,4,,,,,,,,,,
3,0,3,36,2,W     ,4,142,B. lenta  ,0,4,15-Apr-09,15-Apr-09,2-May-09,11-May-09,15-May-09,105,105,122,131,135
3,0,3,36,3,S     ,2,143,B. lenta  ,1,4,,,,,,,,,,
3,0,3,36,3,S     ,3,563,Q. rubra  ,0,4,17-Apr-09,17-Apr-09,22-Apr-09,24-Apr-09,27-Apr-09,107,107,112,114,117
3,0,3,36,3,S     ,4,545,A. rubrum ,1,4,,,,,,,,,,
3,0,3,36,4,E     ,1,144,B. lenta  ,1,4,,,,,,,,,,
3,0,3,36,4,E     ,2,564,Q. rubra  ,1,4,,,,,,,,,,
3,0,3,36,4,E     ,3,546,A. rubrum ,0,4,11-Apr-09,11-Apr-09,11-Apr-09,11-Apr-09,17-Apr-09,101,101,101,101,107
4,control ,0,42,1,N     ,2,C4      ,Q. rubra  ,0,3,27-Apr-09,29-Apr-09,6-May-09,8-May-09,13-May-09,,,,,
4,control ,0,42,1,N     ,3,C3      ,B. lenta  ,0,2,24-Apr-09,27-Apr-09,2-May-09,2-May-09,6-May-09,,,,,
4,control ,0,42,1,N     ,4,C2      ,A. rubrum ,0,3,20-Apr-09,20-Apr-09,29-Apr-09,2-May-09,18-May-09,,,,,
4,control ,0,42,2,W     ,1,C15     ,Q. rubra  ,0,4,24-Apr-09,24-Apr-09,2-May-09,2-May-09,11-May-09,,,,,
4,control ,0,42,2,W     ,2,C16     ,B. lenta  ,0,0,24-Apr-09,24-Apr-09,6-May-09,11-May-09,18-May-09,,,,,
4,control ,0,42,2,W     ,4,C14     ,A. rubrum ,0,0,27-Apr-09,29-Apr-09,2-May-09,2-May-09,23-May-09,,,,,
4,control ,0,42,3,S     ,1,C10     ,B. lenta  ,0,3,27-Apr-09,29-Apr-09,4-May-09,4-May-09,8-May-09,,,,,
4,control ,0,42,3,S     ,2,C11     ,A. rubrum ,0,3,27-Apr-09,29-Apr-09,2-May-09,4-May-09,13-May-09,,,,,
4,control ,0,42,3,S     ,4,C9      ,Q. rubra  ,0,1,27-Apr-09,27-Apr-09,2-May-09,2-May-09,8-May-09,,,,,
4,control ,0,42,4,E     ,1,C7      ,B. lenta  ,0,3,27-Apr-09,27-Apr-09,4-May-09,6-May-09,11-May-09,,,,,
4,control ,0,42,4,E     ,3,C5      ,Q. rubra  ,0,0,27-Apr-09,27-Apr-09,27-Apr-09,27-Apr-09,8-May-09,,,,,
4,control ,0,42,4,E     ,4,C8      ,A. rubrum ,0,0,27-Apr-09,29-Apr-09,8-May-09,8-May-09,20-May-09,,,,,
4,control ,0,41,1,N     ,1,C20     ,A. rubrum ,0,3,22-Apr-09,27-Apr-09,2-May-09,2-May-09,13-May-09,,,,,
4,control ,0,41,1,N     ,2,C18     ,B. lenta  ,0,3,24-Apr-09,24-Apr-09,4-May-09,11-May-09,18-May-09,,,,,
4,control ,0,41,1,N     ,3,C17     ,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,2-May-09,11-May-09,,,,,
4,control ,0,41,2,W     ,1,C23     ,A. rubrum ,0,0,27-Apr-09,27-Apr-09,2-May-09,2-May-09,18-May-09,,,,,
4,control ,0,41,2,W     ,3,C22     ,Q. rubra  ,0,3,29-Apr-09,4-May-09,8-May-09,11-May-09,18-May-09,,,,,
4,control ,0,41,2,W     ,4,C21     ,B. lenta  ,0,3,13-Apr-09,13-Apr-09,4-May-09,6-May-09,23-May-09,,,,,
4,control ,0,41,3,S     ,2,C28     ,A. rubrum ,0,3,24-Apr-09,2-May-09,8-May-09,11-May-09,23-May-09,,,,,
4,control ,0,41,3,S     ,3,C25     ,Q. rubra  ,0,3,13-May-09,15-May-09,18-May-09,23-May-09,29-May-09,,,,,
4,control ,0,41,3,S     ,4,C27     ,B. lenta  ,0,3,15-Apr-09,27-Apr-09,4-May-09,6-May-09,11-May-09,,,,,
4,control ,0,41,4,E     ,1,C30     ,B. lenta  ,0,4,15-Apr-09,15-Apr-09,4-May-09,11-May-09,25-May-09,,,,,
4,control ,0,41,4,E     ,2,C29     ,Q. rubra  ,0,3,27-Apr-09,29-Apr-09,2-May-09,2-May-09,11-May-09,,,,,
4,control ,0,41,4,E     ,4,C32     ,A. rubrum ,0,0,15-Apr-09,20-Apr-09,27-Apr-09,29-Apr-09,8-May-09,,,,,
4,control ,0,40,1,N     ,1,C36     ,B. lenta  ,0,0,17-Apr-09,24-Apr-09,29-Apr-09,18-May-09,29-May-09,,,,,
4,control ,0,40,1,N     ,2,C35     ,A. rubrum ,0,0,22-Apr-09,22-Apr-09,29-Apr-09,8-May-09,23-May-09,,,,,
4,control ,0,40,1,N     ,4,C34     ,Q. rubra  ,0,0,29-Apr-09,4-May-09,11-May-09,11-May-09,18-May-09,,,,,
4,control ,0,40,2,W     ,1,C39     ,B. lenta  ,0,3,24-Apr-09,24-Apr-09,2-May-09,2-May-09,4-May-09,,,,,
4,control ,0,40,2,W     ,3,C38     ,Q. rubra  ,0,4,2-May-09,6-May-09,8-May-09,11-May-09,18-May-09,,,,,
4,control ,0,40,2,W     ,4,C37     ,A. rubrum ,0,4,11-Apr-09,11-Apr-09,27-Apr-09,27-Apr-09,18-May-09,,,,,
4,control ,0,40,3,S     ,2,C41     ,Q. rubra  ,0,0,2-May-09,2-May-09,6-May-09,8-May-09,15-May-09,,,,,
4,control ,0,40,3,S     ,3,C44     ,B. lenta  ,0,3,27-Apr-09,6-May-09,8-May-09,13-May-09,23-May-09,,,,,
4,control ,0,40,3,S     ,4,C43     ,A. rubrum ,0,0,17-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,2-May-09,,,,,
4,control ,0,40,4,E     ,1,C46     ,B. lenta  ,1,4,,,,,,,,,,
4,control ,0,40,4,E     ,3,C47     ,A. rubrum ,0,0,22-Apr-09,27-Apr-09,2-May-09,2-May-09,8-May-09,,,,,
4,control ,0,40,4,E     ,4,C48     ,Q. rubra  ,0,4,17-Apr-09,17-Apr-09,27-Apr-09,29-Apr-09,11-May-09,,,,,
