"","x"
"1819","Sisyrinchium.campestre"
"1820","Sisyrinchium.montanum"
"1821","Sisyrinchium.mucronatum"
"1822","Sium.suave"
"1823","Smilacina.racemosa"
"1824","Smilacina.stellata"
"1825","Smilax.glauca"
"1826","Smilax.herbacea"
"1827","Smilax.pseudochina"
"1828","Smilax.rotundifolia"
"1829","Smilax.tamnoides"
"1830","Solanum.carolinense"
"1831","Solanum.dulcamara"
"1832","Solanum.nigrum"
"1833","Solanum.rostratum"
"1834","Solanum.triflorum"
"1835","Solanum.tuberosum"
"1836","Solidago.altissima"
"1837","Solidago.bicolor"
"1838","Solidago.canadensis"
"1839","Solidago.gigantea"
"1840","Solidago.graminifolia"
"1841","Solidago.juncea"
"1842","Solidago.missouriensis"
"1843","Solidago.multiradiata"
"1844","Solidago.nemoralis"
"1845","Solidago.odora"
"1846","Solidago.riddellii"
"1847","Solidago.rigida"
"1848","Solidago.rugosa"
"1849","Solidago.speciosa"
"1850","Solidago.ulmifolia"
"1851","Sonchus.arvensis"
"1852","Sonchus.asper"
"1853","Sonchus.oleraceus"
"1854","Sorbus.aria"
"1855","Sorbus.aucuparia"
"1856","Sorghastrum.nutans"
"1857","Sorghastrum.nutrans"
"1858","Sparganium.americanum"
"1859","Sparganium.androcladum"
"1860","Sparganium.eurycarpum"
"1861","Spartina.gracilis"
"1862","Spartina.pectinata"
"1863","Spergula.arvensis"
"1864","Spergularia.marina"
"1865","Spergularia.rubra"
"1866","Spermolepis.inermis"
"1867","Sphaeralcea.coccinea"
"1868","Sphenopholis.intermedia"
"1869","Sphenopholis.obtusata"
"1870","Spigelia.marilandica"
"1871","Spiraea.alba"
"1872","Spiraea.arguta"
"1873","Spiraea.prunifolia"
"1874","Spiraea.thunbergii"
"1875","Spiraea.tomentosa"
"1876","Spiranthes.cernua"
"1877","Spiranthes.gracilis"
"1878","Spiranthes.vernalis"
"1879","Sporobolus.compositus"
"1880","Sporobolus.cryptandrus"
"1881","Sporobolus.heterolepis"
"1882","Sporobolus.neglectus"
"1883","Stachys.byzantina"
"1884","Stachys.officinalis"
"1885","Stachys.palustris"
"1886","Stachys.sylvatica"
"1887","Staphylea.trifolia"
"1888","Stellaria.calycantha"
"1889","Stellaria.graminea"
"1890","Stellaria.holostea"
"1891","Stellaria.longifolia"
"1892","Stellaria.media"
"1893","Stellaria.pubera"
"1894","Stenosiphon.linifolius"
"1895","Stipa.comata"
"1896","Stipa.spartea"
"1897","Stipa.viridula"
"1898","Stylophorum.diphyllum"
"1899","Swertia.perennis"
"1900","Symphoricarpos.occidentalis"
"1901","Symphoricarpos.orbiculatus"
"1902","Symphoricarpos.rivularis"
"1903","Symphyotrichum.ciliatum"
"1904","Symphyotrichum.drummondii"
"1905","Symphyotrichum.ericoides"
"1906","Symphyotrichum.foliaceum"
"1907","Symphyotrichum.laeve"
"1908","Symphyotrichum.lanceolatum"
"1909","Symphyotrichum.novae-angliae"
"1910","Symphyotrichum.oblongifolium"
"1911","Symphyotrichum.pilosum"
"1912","Symphyotrichum.puniceum"
"1913","Symphyotrichum.sericeum"
"1914","Symphytum.officinale"
"1915","Symphytum.uplandicum"
"1916","Symplocarpus.foetidus"
"1917","Syringa.amurensis"
"1918","Syringa.persica"
"1919","Syringa.villosa"
"1920","Syringa.vulgaris"
"1921","Taenidia.integerrima"
"1922","Tamarix.chinensis"
"1923","Tamus.communis"
"1924","Tanacetum.parthenium"
"1925","Tanacetum.vulgare"
"1926","Taraxacum.officinale"
"1927","Taraxacum.sp."
"1928","Taxodium.distichum"
"1929","Taxus.baccata"
"1930","Taxus.canadensis"
"1931","Tephrosia.virginiana"
"1932","Tetraneuris.acaulis"
"1933","Teucrium.canadense"
"1934","Teucrium.occidentale"
"1935","Thalictrum.clavatum"
"1936","Thalictrum.coriaceum"
"1937","Thalictrum.dasycarpum"
"1938","Thalictrum.dioicum"
"1939","Thalictrum.fendleri"
"1940","Thalictrum.polygamum"
"1941","Thalictrum.pubescens"
"1942","Thalictrum.thalictroides"
"1943","Thalictrum.venulosum"
"1944","Thelypodium.integrifolium"
"1945","Thermopsis.rhombifolia"
"1946","Thermopsis.villosa"
"1947","Thlaspi.arvense"
"1948","Thymus.polytrichus"
"1949","Thymus.serpyllum"
"1950","Tiarella.cordifolia"
"1951","Tilia.americana"
"1952","Tilia.NA"
"1953","Tilia.vulgaris"
"1954","Tolmachevia.integrifolia"
"1955","Torilis.japonica"
"1956","Townsendia.exscapa"
"1957","Toxicodendron.radicans"
"1958","Toxicodendron.vernix"
"1959","Trachystemon.orientale"
"1960","Tradescantia.bracteata"
"1961","Tradescantia.occidentalis"
"1962","Tradescantia.ohiensis"
"1963","Tradescantia.virginiana"
"1964","Tragopogon.dubius"
"1965","Tragopogon.porrifolius"
"1966","Tragopogon.pratensis"
"1967","Tribulus.terrestris"
"1968","Trichostema.dichotomum"
"1969","Tridens.flavus"
"1970","Trientalis.borealis"
"1971","Trifolium.arvense"
"1972","Trifolium.aureum"
"1973","Trifolium.campestre"
"1974","Trifolium.dubium"
"1975","Trifolium.hybridum"
"1976","Trifolium.incarnatum"
"1977","Trifolium.medium"
"1978","Trifolium.pratense"
"1979","Trifolium.repens"
"1980","Triglochin.maritima"
"1981","Triglochin.palustris"
"1982","Trillium.cernuum"
"1983","Trillium.erectum"
"1984","Trillium.flexipes"
"1985","Trillium.grandiflorum"
"1986","Trillium.sessile"
"1987","Trillium.undulatum"
"1988","Triodanis.perfoliata"
"1989","Triodanus.leptocarpa"
"1990","Triodanus.perfoliata"
"1991","Triosteum.aurantiacum"
"1992","Triosteum.perfoliatum"
"1993","Tripleurospermum.inodorum"
"1994","Tripsacum.dactyloides"
"1995","Trisetum.flavescens"
"1996","Trisetum.spicatum"
"1997","Triticum.aestivum"
"1998","Tropaeolum.majus"
"1999","Tsuga.canadensis"
"2000","Tulipa.gesneriana"
"2001","Tulipa.sylvestris"
"2002","Tussilago.farfara"
"2003","Typha.angustifolia"
"2004","Typha.latifolia"
"2005","Ulmus.americana"
"2006","Ulmus.fulva"
"2007","Ulmus.glabra"
"2008","Ulmus.procera"
"2009","Ulmus.pumila"
"2010","Ulmus.rubra"
"2011","Urtica.dioica"
"2012","Utricularia.cornuta"
"2013","Utricularia.gibba"
"2014","Utricularia.inflata"
"2015","Utricularia.purpurea"
"2016","Utricularia.vulgaris"
"2017","Uvularia.grandiflora"
"2018","Uvularia.perfoliata"
"2019","Uvularia.sessilifolia"
"2020","Vaccaria.hispanica"
"2021","Vaccinium.angustifolium"
"2022","Vaccinium.corymbosum"
"2023","Vaccinium.macrocarpon"
"2024","Vaccinium.myrtillus"
"2025","Vaccinium.oxycoccos"
"2026","Vaccinium.pallidum"
"2027","Vaccinium.stamineum"
"2028","Vaccinium.vacillans"
"2029","Valeriana.edulis"
"2030","Valeriana.occidentalis"
"2031","Valeriana.pauciflora"
"2032","Valerianella.chenopodifolia"
"2033","Valerianella.dentata"
"2034","Valerianella.locusta"
"2035","Valerianella.radiata"
"2036","Veratrum.tenuipetalum"
"2037","Veratrum.viride"
"2038","Verbascum.blattaria"
"2039","Verbascum.nigrum"
"2040","Verbascum.thapsus"
"2041","Verbena.bracteata"
"2042","Verbena.hastata"
"2043","Verbena.officinalis"
"2044","Verbena.simplex"
"2045","Verbena.stricta"
"2046","Verbena.urticifolia"
"2047","Verbesina.alternifolia"
"2048","Vernonia.baldwinii"
"2049","Vernonia.fasciculata"
"2050","Vernonia.noveboracensis"
"2051","Veronica.agrestis"
"2052","Veronica.americana"
"2053","Veronica.anagallis-aquatica"
"2054","Veronica.arvensis"
"2055","Veronica.beccabunga"
"2056","Veronica.chamaedrys"
"2057","Veronica.filiformis"
"2058","Veronica.hederifolia"
"2059","Veronica.montana"
"2060","Veronica.officinalis"
"2061","Veronica.peregrina"
"2062","Veronica.persica"
"2063","Veronica.polita"
"2064","Veronica.scutellata"
"2065","Veronica.serpyllifolia"
"2066","Veronicastrum.virginicum"
"2067","Viburnum.acerifolium"
"2068","Viburnum.affine"
"2069","Viburnum.cassinoides"
"2070","Viburnum.dentatum"
"2071","Viburnum.lantana"
"2072","Viburnum.lantanoides"
"2073","Viburnum.lentago"
"2074","Viburnum.NA"
"2075","Viburnum.nudum"
"2076","Viburnum.opulus"
"2077","Viburnum.prunifolium"
"2078","Viburnum.recognitum"
"2079","Viburnum.sieboldii"
"2080","Vicia.americana"
"2081","Vicia.angustifolia"
"2082","Vicia.caroliniana"
"2083","Vicia.cracca"
"2084","Vicia.sativa"
"2085","Vicia.sepium"
"2086","Vicia.sparsifolia"
"2087","Vicia.tetrasperma"
"2088","Vicia.villosa"
"2089","Vinca.major"
"2090","Vinca.minor"
"2091","Viola.adunca"
"2092","Viola.affinis"
"2093","Viola.arvensis"
"2094","Viola.bicolor"
"2095","Viola.blanda"
"2096","Viola.brittoniana"
"2097","Viola.canadensis"
"2098","Viola.conspersa"
"2099","Viola.cucullata"
"2100","Viola.emarginata"
"2101","Viola.eriocarpa"
"2102","Viola.hirta"
"2103","Viola.kitaibeliana"
"2104","Viola.lanceolata"
"2105","Viola.nuttallii"
"2106","Viola.odorata"
"2107","Viola.palmata"
"2108","Viola.papilionacea"
"2109","Viola.pedata"
"2110","Viola.pedatifida"
"2111","Viola.praemorsa"
"2112","Viola.pratincola"
"2113","Viola.primulifolia"
"2114","Viola.pubescens"
"2115","Viola.rafinesquii"
"2116","Viola.reichenbachiana"
"2117","Viola.riviniana"
"2118","Viola.sagittata"
"2119","Viola.sororia"
"2120","Viola.striata"
"2121","Viola.tricolor"
"2122","Vitis.aestivalis"
"2123","Vitis.labrusca"
"2124","Vitis.riparia"
"2125","Vitis.vulpina"
"2126","Vulpia.myuros"
"2127","Wisteria.floribunda"
"2128","Wisteria.sinensis"
"2129","Xanthium.echinatum"
"2130","Xanthium.italicum"
"2131","Xanthorhiza.simplicissima"
"2132","Xyris.caroliniana"
"2133","Youngia.japonica"
"2134","Yucca.filamentosa"
"2135","Yucca.glauca"
"2136","Zanthoxylum.americanum"
"2137","Zephyranthes.sp."
"2138","Zigadenus.elegans"
"2139","Zizania.aquatica"
"2140","Zizia.aptera"
"2141","Zizia.aurea"
"2142","Zygadenus.nuttallii"
