year,site,plot,date,rep,stage1,stage2,stage3,average,overall,
8,4,1,222,5,2,3,,2.5,2.75,
8,4,1,231,5,2,3,,2.5,2.75,
8,4,1,236,5,3,4,,3.5,3.25,
8,4,1,244,5,3,4,,3.5,3.75,
8,4,1,251,5,4,,,4,4,
8,4,2,208,1,2,3,,2.5,2.25,
8,4,2,218,1,2,3,,2.5,2.5,
8,4,2,222,1,2,3,,2.5,2.75,
8,4,2,231,1,3,4,,3.5,3.25,
8,4,2,236,1,3,4,,3.5,3.25,
8,4,2,244,1,3,4,,3.5,3.75,
8,4,2,251,1,4,,,4,4,
8,4,2,208,2,2,3,,2.5,2.25,
8,4,2,218,2,2,3,,2.5,2.5,
8,4,2,222,2,2,3,4,3,3.25,
8,4,2,231,2,2,3,,2.5,2.75,
8,4,2,236,2,3,4,,3.5,3.5,
8,4,2,244,2,3,4,,3.5,3.5,
8,4,2,251,2,4,,,4,4,
8,4,2,208,3,2,3,,2.5,2.25,
8,4,2,218,3,2,3,4,3,2.75,
8,4,2,222,3,2,3,,2.5,2.75,
8,4,2,231,3,2,3,,2.5,2.75,
8,4,2,236,3,3,4,,3.5,3.25,
8,4,2,244,3,3,4,,3.5,3.5,
8,4,2,251,3,4,,,4,4,
8,4,2,208,4,2,3,,2.5,2.5,
8,4,2,218,4,2,3,,2.5,2.75,
8,4,2,222,4,2,3,,2.5,2.75,
8,4,2,231,4,2,3,,2.5,2.75,
8,4,2,236,4,3,4,,3.5,3.25,
8,4,2,244,4,3,4,,3.5,3.75,
8,4,2,251,4,4,,,4,4,
8,4,2,208,5,2,3,,2.5,2.25,
8,4,2,218,5,2,3,,2.5,2.5,
8,4,2,222,5,2,3,,2.5,2.75,
8,4,2,231,5,3,4,,3.5,3.25,
8,4,2,236,5,3,4,,3.5,3.25,
8,4,2,244,5,3,4,,3.5,3.25,
8,4,2,251,5,4, ,,4,4,
8,4,3,208,1,2,3,,2.5,2.5,
8,4,3,218,1,2,3,,2.5,2.5,
8,4,3,222,1,2,,,2,2.75,
8,4,3,231,1,3,4,,3.5,3.25,
8,4,3,236,1,2,3,,2.5,2.75,
8,4,3,244,1,3,4,,3.5,3.5,
8,4,3,251,1,3,4,,3.5,3.75,
8,4,3,257,1,4,,,4,4,
8,4,3,208,2,2,3,,2.5,2.25,
8,4,3,218,2,2,3,,2.5,2.5,
8,4,3,222,2,2,3,,2.5,2.75,
8,4,3,231,2,2,3,,2.5,2.75,
8,4,3,236,2,2,3,,2.5,2.75,
8,4,3,244,2,3,4, ,3.5,3.5,
8,4,3,251,2,3,4,,3.5,3.75,
8,4,3,257,2,4,,,4,4,
8,4,3,208,3,2,3,,2.5,2.25,
8,4,3,218,3,2,3,,2.5,2.75,
8,4,3,222,3,2,3,,2.5,2.75,
8,4,3,231,3,2,3,,2.5,2.75,
8,4,3,236,3,2,3,,2.5,2.75,
8,4,3,244,3,3,4,,3.5,3.25,
8,4,3,251,3,4,,,4,4,
8,4,3,208,4,2,3,,2.5,2.25,
8,4,3,218,4,2,3,,2.5,2.5,
8,4,3,222,4,2,3,4,3,3.25,
8,4,3,231,4,2,3,,2.5,2.75,
8,4,3,236,4,2,3,,2.5,2.75,
8,4,3,244,4,3,4,,3.5,3.25,
8,4,3,251,4,4,,,4,4,
8,4,3,208,5,2,3,,2.5,2.5,
8,4,3,218,5,2,3,,2.5,2.5,
8,4,3,222,5,2,3,,2.5,2.75,
8,4,3,231,5,2,3,,2.5,2.75,
8,4,3,236,5,2,3,,2.5,2.75,
8,4,3,244,5,3,4,,3.5,3.5,
8,4,3,251,5,4,,,4,4,
8,4,4,208,1,2,3,,2.5,2.25,
8,4,4,218,1,2,3,,2.5,2.75,
8,4,4,222,1,2,3,,2.5,2.75,
8,4,4,231,1,3,4,,3.5,3.25,
8,4,4,236,1,3,4,,3.5,3.5,
8,4,4,244,1,3,4,,3.5,3.75,
8,4,4,251,1,4,,,4,4,
8,4,4,208,2,2,3,,2.5,2.75,
8,4,4,218,2,2,3,,2.5,2.75,
8,4,4,222,2,2,3,,2.5,2.75,
8,4,4,231,2,3,4,,3.5,3.25,
8,4,4,236,2,3,4,,3.5,3.25,
8,4,4,244,2,3,4,,3.5,3.75,
8,4,4,251,2,4,,,4,4,
8,4,4,208,3,2,3,,2.5,2.5,
8,4,4,218,3,2,3,,2.5,2.75,
8,4,4,222,3,2,3,,2.5,2.75,
8,4,4,231,3,3,4,,3.5,3.25,
8,4,4,236,3,3,4,,3.5,3.75,
8,4,4,244,3,3,4,,3.5,3.75,
8,4,4,251,3,4,,,4,4,
8,4,4,208,4,2,3,,2.5,2.5,
8,4,4,218,4,2,3,,2.5,2.75,
8,4,4,222,4,2,3,4,3,3.25,
8,4,4,231,4,3,4,,3.5,3.5,
8,4,4,236,4,3,4,,3.5,3.75,
8,4,4,244,4,4,,,4,4,
8,4,4,208,5,2,3,,2.5,2.25,
8,4,4,218,5,2,3,4,3,3.25,
8,4,4,222,5,2,3,4,3,3.25,
8,4,4,231,5,3,4,,3.5,3.5,
8,4,4,236,5,3,4,,3.5,3.75,
8,4,4,244,5,3,4,,3.5,3.75,
8,4,4,251,5,4,,,4,4,
8,4,5,208,1,2,3,,2.5,2.75,
8,4,5,218,1,2,3,,2.5,2.5,
8,4,5,222,1,2,3,,2.5,2.75,
8,4,5,231,1,2,3,,2.5,2.75,
8,4,5,236,1,2,3,,2.5,2.75,
8,4,5,244,1,3,4,,3.5,3.25,
8,4,5,251,1,3,4,,3.5,3.75,
8,4,5,257,1,4,,,4,4,
8,4,5,208,2,2,3,,2.5,2.75,
8,4,5,218,2,2,3,,2.5,2.5,
8,4,5,222,2,2,3,,2.5,2.75,
8,4,5,231,2,2,3,,2.5,2.75,
8,4,5,236,2,2,3,,2.5,2.75,
8,4,5,244,2,3,4,,3.5,3.5,
8,4,5,251,2,4,,,4,4,
8,4,5,208,3,2,3,,2.5,2.75,
8,4,5,218,3,2,3,,2.5,2.75,
8,4,5,222,3,2,3,,2.5,2.75,
8,4,5,231,3,2,3,,2.5,2.75,
8,4,5,236,3,2,3,,2.5,2.75,
8,4,5,244,3,3,4,,3.5,3.5,
8,4,5,251,3,4,,,4,4,
8,4,5,208,4,2,3,,2.5,2.75,
8,4,5,218,4,2,3,,2.5,2.5,
8,4,5,222,4,2,3,,2.5,2.75,
8,4,5,231,4,2,3,,2.5,2.75,
8,4,5,236,4,2,3,,2.5,2.75,
8,4,5,244,4,3,4,,3.5,3.5,
8,4,5,251,4,4,,,4,4,
8,4,5,208,5,2,3,,2.5,2.75,
8,4,5,218,5,2,3,,2.5,2.5,
8,4,5,222,5,2,3,,2.5,2.75,
8,4,5,231,5,2,3,,2.5,2.75,
8,4,5,236,5,2,3,,2.5,2.75,
8,4,5,244,5,3,4,,3.5,3.25,
8,4,5,251,5,3,4,,3.5,3.75,
8,4,5,257,5,4,,,4,4,
8,4,6,208,1,2,3,,2.5,2.25,
8,4,6,218,1,3,4,,3.5,3.25,
8,4,6,222,1,2,3,4,3,3.25,
8,4,6,231,1,3,4,,3.5,3.5,
8,4,6,236,1,3,4,,3.5,3.25,
8,4,6,244,1,3,4,,3.5,3.75,
8,4,6,251,1,4,,,4,4,
8,4,6,208,2,2,3,,2.5,2.25,
8,4,6,218,2,3,4,,3.5,3.5,
8,4,6,222,2,2,3,,2.5,2.75,
8,4,6,231,2,3,4,,3.5,3.75,
8,4,6,236,2,3,4,,3.5,3.25,
8,4,6,244,2,3,4,,3.5,3.5,
8,4,6,251,2,4,,,4,4,
8,4,6,208,3,2,3,,2.5,2.25,
8,4,6,218,3,3,4,,3.5,3.25,
8,4,6,222,3,2,3,,2.5,2.75,
8,4,6,231,3,3,4,,3.5,3.75,
8,4,6,236,3,3,4,,3.5,3.5,
8,4,6,244,3,3,4,,3.5,3.5,
8,4,6,251,3,4,,,4,4,
8,4,6,208,4,2,3,,2.5,2.25,
8,4,6,218,4,3,4,,3.5,3.25,
8,4,6,222,4,2,3,,2.5,2.75,
8,4,6,231,4,3,4,,3.5,3.75,
8,4,6,236,4,3,4,,3.5,3.5,
8,4,6,244,4,3,4,,3.5,3.75,
8,4,6,251,4,4,,,4,4,
8,4,6,208,5,2,3,,2.5,2.25,
8,4,6,218,5,3,4,,3.5,3.25,
8,4,6,222,5,2,3,,2.5,2.75,
8,4,6,231,5,3,4,,3.5,3.75,
8,4,6,236,5,3,4,,3.5,3.75,
8,4,6,244,5,3,4,,3.5,3.75,
8,4,6,251,5,4,,,4,4,
