"Site","orig.Genus","orig.Species","clean.Genus","clean.Species"
"konza","Eupatorium","rugosum","Ageratina","altissima"
"concord","Eupatorium","dubium","Eutrochium","dubium"
"concord","Eupatorium","perfoliatum","Eupatorium","perfoliatum"
"concord","Eupatorium","rotundifolium","Eupatorium","rotundifolium"
"fargo","Eupatorium","maculatum","Eutrochium","maculatum"
"fargo","Eupatorium","rugosum","Ageratina","altissima"
"fitter","Euphorbia","amygdaloides","Euphorbia","amygdaloides"
"fitter","Euphorbia","exigua","Euphorbia","exigua"
"fitter","Euphorbia","helioscopia","Euphorbia","helioscopia"
"konza","Euphorbia","corollata","Euphorbia","corollata"
"konza","Euphorbia","cyathophora","Euphorbia","cyathophora"
"konza","Euphorbia","marginata","Euphorbia","marginata"
"konza","Euphorbia","spathulata","Euphorbia","spathulata"
"concord","Euphorbia","cyparissias","Euphorbia","cyparissias"
"concord","Euphorbia","maculata","Euphorbia","maculata"
"fargo","Euphorbia","esula","Euphorbia","esula"
"fargo","Euphorbia","serpyllifolia","Euphorbia","serpyllifolia"
"washdc","Euphorbia","commutata","Euphorbia","commutata"
"washdc","Euphorbia","cyparissias","Euphorbia","cyparissias"
"washdc","Euphorbia","lathyris","Euphorbia","lathyris"
"washdc","Euphorbia","maculata","Euphorbia","maculata"
"washdc","Euphorbia","peplus","Euphorbia","peplus"
"washdc","Euphorbia","prostrata","Euphorbia","prostrata"
"konza","Euthamia","gymnospermoides","Euthamia","gymnospermoides"
"concord","Euthamia","tenuifolia","Euthamia","graminifolia"
"konza","Evolvulus","nuttallianus","Evolvulus","nuttallianus"
"concord","Fagopyrum","esculentum","Fagopyrum","esculentum"
"washdc","Fagopyrum","esculentum","Fagopyrum","esculentum"
"fitter","Fagus","sylvatica","Fagus","sylvatica"
"harvard","Fagus","grandifolia","Fagus","grandifolia"
"hubbard","Fagus","grandifolia","Fagus","grandifolia"
"marsham","Fagus","sylvatica","Fagus","sylvatica"
"washdc","Fagus","grandifolia","Fagus","grandifolia"
"uwm","Fagus","grandifolia","Fagus","grandifolia"
"fitter","Fallopia","convolvulus","Fallopia","convolvulus"
"fitter","Fallopia","japonica","Fallopia","japonica"
"fitter","Festuca","arundinacea","Schedonorus","arundinaceus"
"fitter","Festuca","gigantea","Schedonorus","giganteus"
"fitter","Festuca","pratensis","Schedonorus","pratensis"
"fitter","Festuca","rubra","Festuca","rubra"
"fargo","Festuca","elatior","Schedonorus","arundinaceus"
"fargo","Festuca","obtusa","Festuca","subverticillata"
"washdc","Festuca","arundinacea","Schedonorus","arundinaceus"
"washdc","Festuca","obtusa","Festuca","subverticillata"
"washdc","Festuca","ovina","Festuca","ovina"
"gothic","Festuca","thurberi","Festuca","thurberi"
"fitter","Filipendula","ulmaria","Filipendula","ulmaria"
"fitter","Filipendula","vulgaris","Filipendula","vulgaris"
"washdc","Floerkea","proserpinacoides","Floerkea","proserpinacoides"
"washdc","Foeniculum","vulgare","Foeniculum","vulgare"
"fargo","Forsythia","ovata","Forsythia","ovata"
"washdc","Forsythia","viridissima","Forsythia","viridissima"
"konza","Fragaria","virginiana","Fragaria","virginiana"
"concord","Fragaria","virginiana","Fragaria","virginiana"
"fargo","Fragaria","americana","Fragaria","vesca"
"fargo","Fragaria","virginiana","Fragaria","virginiana"
"washdc","Fragaria","vesca","Fragaria","vesca"
"washdc","Fragaria","virginiana","Fragaria","virginiana"
"bolmgren","Fragaria","vesca","Fragaria","vesca"
"gothic","Fragaria","virginiana","Fragaria","virginiana"
"gothic","Frasera","speciosa","Frasera","speciosa"
"harvard","Fraxinus","americana","Fraxinus","americana"
"konza","Fraxinus","pennsylvanica","Fraxinus","pennsylvanica"
"mikesell","Fraxinus","americana","Fraxinus","americana"
"mikesell","Fraxinus","nigra","Fraxinus","nigra"
"marsham","Fraxinus","excelsior","Fraxinus","excelsior"
"fargo","Fraxinus","nigra","Fraxinus","nigra"
"fargo","Fraxinus","pennsylvanica","Fraxinus","pennsylvanica"
"washdc","Fraxinus","americana","Fraxinus","americana"
"washdc","Fraxinus","pennsylvanica","Fraxinus","pennsylvanica"
"washdc","Fraxinus","profunda","Fraxinus","profunda"
"uwm","Fraxinus","americana","Fraxinus","americana"
"uwm","Fraxinus","nigra","Fraxinus","nigra"
"fargo","Fritillaria","atropurpurea","Fritillaria","atropurpurea"
"konza","Fuirena","simplex","Fuirena","simplex"
"fitter","Fumaria","officinalis","Fumaria","officinalis"
"concord","Fumaria","officinalis","Fumaria","officinalis"
"fargo","Fumaria","officinalis","Fumaria","officinalis"
"fargo","Gaillardia","aristata","Gaillardia","aristata"
"fitter","Galanthus","nivalis","Galanthus","nivalis"
"marsham","Galanthus","nivalis","Galanthus","nivalis"
"washdc","Galearis","spectabilis","Galearis","spectabilis"
"fitter","Galega","officinalis","Galega","officinalis"
"fitter","Galeopsis","tetrahit","Galeopsis","tetrahit"
"concord","Galeopsis","tetrahit","Galeopsis","tetrahit"
"concord","Galinsoga","quadriradiata","Galinsoga","quadriradiata"
"fargo","Galinsoga","ciliata","Galinsoga","quadriradiata"
"washdc","Galinsoga","parviflora","Galinsoga","parviflora"
"fitter","Galium","aparine","Galium","aparine"
"fitter","Galium","odoratum","Galium","odoratum"
"fitter","Galium","saxatile","Galium","saxatile"
"fitter","Galium","uliginosum","Galium","uliginosum"
"konza","Galium","aparine","Galium","aparine"
"concord","Galium","aparine","Galium","aparine"
"concord","Galium","asprellum","Galium","asprellum"
"concord","Galium","circaezans","Galium","circaezans"
"concord","Galium","lanceolatum","Galium","lanceolatum"
"concord","Galium","mollugo","Galium","mollugo"
"concord","Galium","palustre","Galium","palustre"
"concord","Galium","pilosum","Galium","pilosum"
"concord","Galium","trifidum","Galium","trifidum"
"concord","Galium","triflorum","Galium","triflorum"
"concord","Galium","verum","Galium","verum"
"fargo","Galium","aparine","Galium","aparine"
"fargo","Galium","boreale","Galium","boreale"
"fargo","Galium","triflorum","Galium","triflorum"
"washdc","Galium","aparine","Galium","aparine"
"washdc","Galium","circaezans","Galium","circaezans"
"washdc","Galium","mollugo","Galium","mollugo"
"washdc","Galium","tinctorium","Galium","tinctorium"
"gothic","Galium","bifolium","Galium","bifolium"
"gothic","Galium","septentrionale","Galium","boreale"
"concord","Gaultheria","procumbens","Gaultheria","procumbens"
"konza","Gaura","longiflora","Oenothera","filiformis"
"konza","Gaura","mollis","Oenothera","curtiflora"
"fargo","Gaura","coccinea","Oenothera","suffrutescens"
"concord","Gaylussacia","baccata","Gaylussacia","baccata"
"washdc","Gaylussacia","baccata","Gaylussacia","baccata"
"washdc","Gaylussacia","brachycera","Gaylussacia","brachycera"
"gothic","Gayophytum","ramosissimum","Gayophytum","ramosissimum"
"washdc","Gelsemium","sempervirens","Gelsemium","sempervirens"
"concord","Genista","tinctoria","Genista","tinctoria"
"washdc","Genista","tinctoria","Genista","tinctoria"
"konza","Gentiana","puberulenta","Gentiana","puberulenta"
"concord","Gentiana","andrewsii","Gentiana","andrewsii"
"concord","Gentiana","crinita","Gentianopsis","crinita"
"gothic","Gentiana","parryi","Gentiana","parryi"
"fitter","Gentianella","amarella","Gentianella","amarella"
"fitter","Gentianella","germanica","Gentianella","germanica"
"gothic","Gentianella","acuta","Gentianella","amarella"
"gothic","Gentianopsis","barbellata","Gentianopsis","barbellata"
"gothic","Gentianopsis","thermalis","Gentianopsis","thermalis"
"fitter","Geranium","dissectum","Geranium","dissectum"
"fitter","Geranium","phaeum","Geranium","phaeum"
"fitter","Geranium","pyrenaicum","Geranium","pyrenaicum"
"fitter","Geranium","robertianum","Geranium","robertianum"
"fitter","Geranium","rotundifolium","Geranium","rotundifolium"
"konza","Geranium","carolinianum","Geranium","carolinianum"
"concord","Geranium","maculatum","Geranium","maculatum"
"concord","Geranium","robertianum","Geranium","robertianum"
"fargo","Geranium","carolinianum","Geranium","carolinianum"
"fargo","Geranium","maculatum","Geranium","maculatum"
"washdc","Geranium","bicknellii","Geranium","bicknellii"
"washdc","Geranium","carolinianum","Geranium","carolinianum"
"washdc","Geranium","maculatum","Geranium","maculatum"
"washdc","Geranium","molle","Geranium","molle"
"washdc","Geranium","pusillum","Geranium","pusillum"
"bolmgren","Geranium","sylvaticum","Geranium","sylvaticum"
"gothic","Geranium","richardsonii","Geranium","richardsonii"
"concord","Gerardia","paupercula","Agalinis","purpurea"
"concord","Gerardia","pedicularia","Aureolaria","pedicularia"
"concord","Gerardia","tenuifolia","Agalinis","tenuifolia"
"fitter","Geum","urbanum","Geum","urbanum"
"konza","Geum","canadense","Geum","canadense"
"niwot","Geum","rossii","Geum","rossii"
"concord","Geum","aleppicum","Geum","aleppicum"
"concord","Geum","canadense","Geum","canadense"
"concord","Geum","laciniatum","Geum","laciniatum"
"concord","Geum","rivale","Geum","rivale"
"fargo","Geum","aleppicum","Geum","aleppicum"
"fargo","Geum","canadense","Geum","canadense"
"fargo","Geum","rivale","Geum","rivale"
"washdc","Geum","laciniatum","Geum","laciniatum"
"konza","Glandularia","bipinnatifida","Glandularia","bipinnatifida"
"konza","Glandularia","canadensis","Glandularia","canadensis"
"washdc","Glaucium","flavum","Glaucium","flavum"
"fitter","Glechoma","hederacea","Glechoma","hederacea"
"concord","Glechoma","hederacea","Glechoma","hederacea"
"fargo","Glechoma","hederacea","Glechoma","hederacea"
"washdc","Glechoma","hederacea","Glechoma","hederacea"
"konza","Gleditsia","triacanthos","Gleditsia","triacanthos"
"concord","Gleditsia","triacanthos","Gleditsia","triacanthos"
"fargo","Gleditsia","triacanthos","Gleditsia","triacanthos"
"washdc","Gleditsia","triacanthos","Gleditsia","triacanthos"
"fitter","Glyceria","fluitans","Glyceria","fluitans"
"fitter","Glyceria","maxima","Glyceria","maxima"
"konza","Glyceria","striata","Glyceria","striata"
"fargo","Glyceria","borealis","Glyceria","borealis"
"fargo","Glyceria","grandis","Glyceria","grandis"
"washdc","Glyceria","striata","Glyceria","striata"
"konza","Glycyrrhiza","lepidota","Glycyrrhiza","lepidota"
"fargo","Glycyrrhiza","lepidota","Glycyrrhiza","lepidota"
"concord","Gnaphalium","obtusifolium","Pseudognaphalium","obtusifolium"
"concord","Gnaphalium","uliginosum","Gnaphalium","uliginosum"
"washdc","Gnaphalium","purpureum","Gamochaeta","purpurea"
"concord","Goodyera","pubescens","Goodyera","pubescens"
"concord","Goodyera","tesselata","Goodyera","tesselata"
"concord","Gratiola","aurea","Gratiola","aurea"
"fargo","Gratiola","sp","Gratiola",NA
"konza","Grindelia","squarrosa","Grindelia","squarrosa"
"fargo","Grindelia","squarrosa","Grindelia","squarrosa"
"fargo","Grossularia","missouriensis","Ribes","missouriense"
"fargo","Grossularia","setosa","Ribes","oxyacanthoides"
"fitter","Gymnadenia","conopsea","Gymnadenia","conopsea"
"mikesell","Gymnocladus","dioicus","Gymnocladus","dioicus"
"fargo","Gymnoeladus","dioica","Gymnocladus","dioicus"
"concord","Gypsophila","muralis","Gypsophila","muralis"
"concord","Habenaria","blephariglottis","Platanthera","blephariglottis"
"concord","Habenaria","clavellata","Gymnadeniopsis","clavellata"
"concord","Habenaria","dilatata","Platanthera","dilatata"
"concord","Habenaria","fimbriata","Platanthera","grandiflora"
"concord","Habenaria","flava","Platanthera","flava"
"concord","Habenaria","lacera","Platanthera","lacera"
"concord","Habenaria","orbiculata","Platanthera","orbiculata"
"concord","Habenaria","psycodes","Platanthera","psycodes"
"fargo","Habenaria","bracteata","Dactylorhiza","viridis"
"fargo","Habenaria","hyperborea","Platanthera","hyperborea"
"fargo","Habenaria","leucophaea","Platanthera","leucophaea"
"washdc","Habenaria","flava","Platanthera","flava"
"konza","Hackelia","virginiana","Hackelia","virginiana"
"concord","Hackelia","virginiana","Hackelia","virginiana"
"fargo","Hackelia","deflexa","Hackelia","deflexa"
"gothic","Hackelia","floribunda","Hackelia","floribunda"
"harvard","Hamamelis","virginiana","Hamamelis","virginiana"
"mikesell","Hamamelis","virginiana","Hamamelis","virginiana"
"concord","Hamamelis","virginiana","Hamamelis","virginiana"
"uwm","Hamamelis","virginiana","Hamamelis","virginiana"
"fargo","Haplopappus","grindelioides","Haplopappus","grindelioides"
"fargo","Haplopappus","spinulosus","Xanthisma","spinulosum"
"konza","Hedeoma","hispida","Hedeoma","hispida"
"concord","Hedeoma","pulegioides","Hedeoma","pulegioides"
"fargo","Hedeoma","drummondii","Hedeoma","drummondii"
"fargo","Hedeoma","hispida","Hedeoma","hispida"
"fitter","Hedera","helix","Hedera","helix"
"konza","Hedyotis","crassifolia","Houstonia","pusilla"
"konza","Hedyotis","nigricans","Stenaria","nigricans"
"mohonk","Hedyotis","caerulea","Houstonia","caerulea"
"concord","Helenium","autumnale","Helenium","autumnale"
"gothic","Helianthella","quinquenervis","Helianthella","quinquenervis"
"fitter","Helianthemum","nummularium","Helianthemum","nummularium"
"concord","Helianthemum","canadense","Helianthemum","canadense"
"konza","Helianthus","annuus","Helianthus","annuus"
"konza","Helianthus","grosseserratus","Helianthus","grosseserratus"
"konza","Helianthus","hirsutus","Helianthus","hirsutus"
"konza","Helianthus","maximiliani","Helianthus","maximiliani"
"konza","Helianthus","pauciflorus","Helianthus","pauciflorus"
"konza","Helianthus","tuberosus","Helianthus","tuberosus"
"concord","Helianthus","annuus","Helianthus","annuus"
"concord","Helianthus","tuberosus","Helianthus","tuberosus"
"fargo","Helianthus","annuus","Helianthus","annuus"
"fargo","Helianthus","maximiliani","Helianthus","maximiliani"
"fargo","Helianthus","petiolaris","Helianthus","petiolaris"
"fargo","Helianthus","rigidus","Helianthus","pauciflorus"
"fargo","Helianthus","tuberosus","Helianthus","tuberosus"
"washdc","Helianthus","annuus","Helianthus","annuus"
"fitter","Helictotrichon","pratense","Helictotrichon","pratense"
"fitter","Helictotrichon","pubescens","Avenula","pubescens"
"gothic","Heliomeris","multiflora","Heliomeris","multiflora"
"konza","Heliopsis","helianthoides","Heliopsis","helianthoides"
"fargo","Heliopsis","helianthoides","Heliopsis","helianthoides"
"fitter","Helleborus","viridis","Helleborus","viridis"
"concord","Hemerocallis","fulva","Hemerocallis","fulva"
"fargo","Hemerocallis","fulva","Hemerocallis","fulva"
"mohonk","Hepatica","acutiloba","Anemone","acutiloba"
"washdc","Hepatica","americana","Anemone","americana"
"bolmgren","Hepatica","nobilis","Anemone","americana"
"fitter","Heracleum","sphondylium","Heracleum","sphondylium"
"fargo","Heracleum","lanatum","Heracleum","sphondylium"
"washdc","Heracleum","maximum","Heracleum","sphondylium"
"gothic","Heracleum","sphondylium","Heracleum","sphondylium"
"fitter","Hesperis","matronalis","Hesperis","matronalis"
"konza","Hesperis","matronalis","Hesperis","matronalis"
"concord","Hesperis","matronalis","Hesperis","matronalis"
"fargo","Hesperis","matronalis","Hesperis","matronalis"
"washdc","Hesperis","matronalis","Hesperis","matronalis"
"konza","Hesperostipa","spartea","Hesperostipa","spartea"
"konza","Heterotheca","canescens","Heterotheca","canescens"
"gothic","Heterotheca","villosa","Heterotheca","villosa"
"fargo","Heuchera","richardsonii","Heuchera","richardsonii"
"washdc","Heuchera","americana","Heuchera","americana"
"gothic","Heuchera","parviflora","Heuchera","parviflora"
"washdc","Hexastylis","minor","Hexastylis","minor"
"washdc","Hexastylis","virginica","Hexastylis","virginica"
"konza","Hibiscus","trionum","Hibiscus","trionum"
"concord","Hibiscus","moscheutos","Hibiscus","moscheutos"
"fargo","Hibiscus","trionum","Hibiscus","trionum"
"fitter","Hieracium","sabaudum","Hieracium","sabaudum"
"konza","Hieracium","longipilum","Hieracium","longipilum"
"concord","Hieracium","aurantiacum","Hieracium","aurantiacum"
"concord","Hieracium","canadense","Hieracium","canadense"
"concord","Hieracium","flagellare","Hieracium","flagellare"
"concord","Hieracium","paniculatum","Hieracium","paniculatum"
"concord","Hieracium","pilosella","Hieracium","pilosella"
"concord","Hieracium","pratense","Hieracium","caespitosum"
"concord","Hieracium","scabrum","Hieracium","scabrum"
"concord","Hieracium","venosum","Hieracium","venosum"
"concord","Hieracium","vulgatum","Hieracium","vulgatum"
"washdc","Hieracium","aurantiacum","Hieracium","aurantiacum"
"washdc","Hieracium","caespitosum","Hieracium","caespitosum"
"washdc","Hieracium","paniculatum","Hieracium","paniculatum"
"washdc","Hieracium","pilosella","Hieracium","pilosella"
"washdc","Hieracium","venosum","Hieracium","venosum"
"fargo","Hierochloe","odorata","Anthoxanthum","nitens"
"washdc","Hierochloe","odorata","Anthoxanthum","nitens"
"fargo","Hippophae","rhamnoides","Hippophae","rhamnoides"
"washdc","Holcus","lanatus","Holcus","lanatus"
"fitter","Hordeum","murinum","Hordeum","murinum"
"fitter","Hordeum","secalinum","Hordeum","secalinum"
"fitter","Hordeum","vulgare","Hordeum","vulgare"
"fargo","Hordeum","jubatum","Hordeum","jubatum"
"washdc","Hordeum","jubatum","Hordeum","jubatum"
"washdc","Hordeum","vulgare","Hordeum","vulgare"
"fargo","Hosta","lancifolia","Hosta","lancifolia"
"washdc","Hosta","ventricosa","Hosta","ventricosa"
"concord","Houstonia","caerulea","Houstonia","caerulea"
"fargo","Houstonia","longifolia","Houstonia","longifolia"
"washdc","Houstonia","caerulea","Houstonia","caerulea"
"washdc","Houstonia","longifolia","Houstonia","longifolia"
"washdc","Houstonia","purpurea","Houstonia","purpurea"
"fargo","Humulus","lupulus","Humulus","lupulus"
"washdc","Humulus","lupulus","Humulus","lupulus"
"fitter","Hyacinthoides",NA,"Hyacinthoides",NA
"konza","Hybanthus","verticillatus","Hybanthus","verticillatus"
"washdc","Hybanthus","concolor","Hybanthus","concolor"
"fargo","Hydrangea","paniculata","Hydrangea","paniculata"
"washdc","Hydrangea","arborescens","Hydrangea","arborescens"
"washdc","Hydrangea","paniculata","Hydrangea","paniculata"
"washdc","Hydrangea","quercifolia","Hydrangea","quercifolia"
"washdc","Hydrastis","canadensis","Hydrastis","canadensis"
"concord","Hydrocotyle","americana","Hydrocotyle","americana"
"fargo","Hydrophyllum","virginianum","Hydrophyllum","virginianum"
"washdc","Hydrophyllum","canadense","Hydrophyllum","canadense"
"washdc","Hydrophyllum","virginianum","Hydrophyllum","virginianum"
"gothic","Hydrophyllum","capitatum","Hydrophyllum","capitatum"
"gothic","Hydrophyllum","fendleri","Hydrophyllum","fendleri"
"konza","Hymenopappus","scabiosaeus","Hymenopappus","scabiosaeus"
"fargo","Hymenopappus","filifolius","Hymenopappus","filifolius"
"gothic","Hymenoxys","hoopesii","Hymenoxys","hoopesii"
"fitter","Hypericum","hirsutum","Hypericum","hirsutum"
"fitter","Hypericum","perforatum","Hypericum","perforatum"
"fitter","Hypericum","pulchrum","Hypericum","pulchrum"
"fitter","Hypericum","tetrapterum","Hypericum","tetrapterum"
"konza","Hypericum","perforatum","Hypericum","perforatum"
"concord","Hypericum","canadense","Hypericum","canadense"
"concord","Hypericum","ellipticum","Hypericum","ellipticum"
"concord","Hypericum","gentianoides","Hypericum","gentianoides"
"concord","Hypericum","mutilum","Hypericum","mutilum"
"concord","Hypericum","perforatum","Hypericum","perforatum"
"concord","Hypericum","punctatum","Hypericum","punctatum"
"concord","Hypericum","virginicum","Triadenum","virginicum"
"washdc","Hypericum","perforatum","Hypericum","perforatum"
"fitter","Hypochaeris","radicata","Hypochaeris","radicata"
"concord","Hypochaeris","radicata","Hypochaeris","radicata"
"washdc","Hypochaeris","radicata","Hypochaeris","radicata"
"concord","Hypoxis","hirsuta","Hypoxis","hirsuta"
"fargo","Hypoxis","hirsuta","Hypoxis","hirsuta"
"washdc","Hypoxis","hirsuta","Hypoxis","hirsuta"
"fitter","Ilex","aquifolium","Ilex","aquifolium"
"harvard","Ilex","verticillata","Ilex","verticillata"
"concord","Ilex","verticillata","Ilex","verticillata"
"washdc","Ilex","crenata","Ilex","crenata"
"washdc","Ilex","decidua","Ilex","decidua"
"washdc","Ilex","glabra","Ilex","glabra"
"washdc","Ilex","opaca","Ilex","opaca"
"washdc","Ilex","verticillata","Ilex","verticillata"
"uwm","Ilex","verticillata","Ilex","verticillata"
"fitter","Impatiens","glandulifera","Impatiens","glandulifera"
"fitter","Impatiens","parviflora","Impatiens","parviflora"
"concord","Impatiens","capensis","Impatiens","capensis"
"fargo","Impatiens","capensis","Impatiens","capensis"
"fitter","Inula","conyzae","Inula","conyza"
"concord","Inula","helenium","Inula","helenium"
"washdc","Ipheion","uniflorum","Tristagma","uniflorum"
"konza","Ipomoea","leptophylla","Ipomoea","leptophylla"
"concord","Ipomoea","purpurea","Ipomoea","purpurea"
"gothic","Ipomopsis","aggregata","Ipomopsis","aggregata"
"fitter","Iris","pseudacorus","Iris","pseudacorus"
"concord","Iris","prismatica","Iris","prismatica"
"concord","Iris","pseudacorus","Iris","pseudacorus"
"concord","Iris","versicolor","Iris","versicolor"
"washdc","Iris","cristata","Iris","cristata"
"washdc","Iris","ensata","Iris","ensata"
"washdc","Iris","germanica","Iris","germanica"
"washdc","Iris","pseudacorus","Iris","pseudacorus"
"washdc","Iris","verna","Iris","verna"
"washdc","Iris","versicolor","Iris","versicolor"
"washdc","Iris","virginica","Iris","virginica"
"bolmgren","Iris","pseudacorus","Iris","pseudacorus"
"konza","Isanthus","brachiatus","Trichostema","brachiatum"
"washdc","Isatis","tinctoria","Isatis","tinctoria"
"concord","Isopyrum","biternatum","Enemion","biternatum"
"washdc","Isotria","medeoloides","Isotria","medeoloides"
"washdc","Isotria","verticillata","Isotria","verticillata"
"washdc","Itea","virginica","Itea","virginica"
"fargo","Iva","axillaris","Iva","axillaris"
"fargo","Iva","xanthifolia","Cyclachaena","xanthiifolia"
"washdc","Jeffersonia","diphylla","Jeffersonia","diphylla"
"konza","Juglans","nigra","Juglans","nigra"
"mikesell","Juglans","nigra","Juglans","nigra"
"fargo","Juglans","cinerea","Juglans","cinerea"
"fargo","Juglans","nigra","Juglans","nigra"
"washdc","Juglans","nigra","Juglans","nigra"
"fitter","Juncus","effusus","Juncus","effusus"
"fitter","Juncus","inflexus","Juncus","inflexus"
"fitter","Juncus","subnodulosus","Juncus","subnodulosus"
"konza","Juncus","interior","Juncus","interior"
"fargo","Juncus","balticus","Juncus","balticus"
"fargo","Juncus","interior","Juncus","interior"
"washdc","Juncus","effusus","Juncus","effusus"
"washdc","Juncus","tenuis","Juncus","tenuis"
"konza","Juniperus","virginiana","Juniperus","virginiana"
"fargo","Juniperus","scopulorum","Juniperus","scopulorum"
"fargo","Juniperus","virginiana","Juniperus","virginiana"
"washdc","Juniperus","virginiana","Juniperus","virginiana"
"harvard","Kalmia","angustifolia","Kalmia","angustifolia"
"harvard","Kalmia","latifolia","Kalmia","latifolia"
"concord","Kalmia","angustifolia","Kalmia","angustifolia"
"concord","Kalmia","latifolia","Kalmia","latifolia"
"concord","Kalmia","polifolia","Kalmia","polifolia"
"mohonk","Kalmia","latifolia","Kalmia","latifolia"
"washdc","Kalmia","angustifolia","Kalmia","angustifolia"
"washdc","Kalmia","latifolia","Kalmia","latifolia"
"washdc","Kerria","japonica","Kerria","japonica"
"fitter","Knautia","arvensis","Knautia","arvensis"
"fargo","Kochia","scoparia","Kochia","scoparia"
"fitter","Koeleria","macrantha","Koeleria","macrantha"
"konza","Koeleria","macrantha","Koeleria","macrantha"
"fargo","Koeleria","cristata","Koeleria","pyramidata"
"gothic","Koeleria","macrantha","Koeleria","macrantha"
"washdc","Koelreuteria","paniculata","Koelreuteria","paniculata"
"konza","Krigia","caespitosa","Krigia","caespitosa"
"concord","Krigia","virginica","Krigia","virginica"
"washdc","Krigia","biflora","Krigia","biflora"
"washdc","Krigia","dandelion","Krigia","dandelion"
"washdc","Krigia","virginica","Krigia","virginica"
"fargo","Kuhnia","eupatorioides","Brickellia","eupatorioides"
"fitter","Lactuca","serriola","Lactuca","serriola"
"konza","Lactuca","ludoviciana","Lactuca","ludoviciana"
"konza","Lactuca","serriola","Lactuca","serriola"
"concord","Lactuca","biennis","Lactuca","biennis"
"concord","Lactuca","canadensis","Lactuca","canadensis"
"concord","Lactuca","scariola","Lactuca","serriola"
"fargo","Lactuca","canadensis","Lactuca","canadensis"
"fargo","Lactuca","ludoviciana","Lactuca","ludoviciana"
"fargo","Lactuca","pulchella","Mulgedium","oblongifolium"
"fargo","Lactuca","scariola","Lactuca","serriola"
"fitter","Lamiastrum","galeobdolon","Lamium","galeobdolon"
"washdc","Lamiastrum","galeobdolon","Lamium","galeobdolon"
"fitter","Lamium","album","Lamium","album"
"concord","Lamium","amplexicaule","Lamium","amplexicaule"
"concord","Lamium","purpureum","Lamium","purpureum"
"washdc","Lamium","amplexicaule","Lamium","amplexicaule"
"washdc","Lamium","maculatum","Lamium","maculatum"
"washdc","Lamium","purpureum","Lamium","purpureum"
"fargo","Laportea","canadensis","Laportea","canadensis"
"fargo","Lappula","redowskii","Lappula","occidentalis"
"fargo","Lappula","squarrosa","Lappula","squarrosa"
"fitter","Lapsana","communis","Lapsana","communis"
"concord","Lapsana","communis","Lapsana","communis"
"fitter","Larix","decidua","Larix","decidua"
"uwm","Larix","laricina","Larix","laricina"
"fitter","Lathyrus","latifolius","Lathyrus","latifolius"
"fitter","Lathyrus","pratensis","Lathyrus","pratensis"
"concord","Lathyrus","pratensis","Lathyrus","pratensis"
"fargo","Lathyrus","latifolius","Lathyrus","latifolius"
"fargo","Lathyrus","ochroleucus","Lathyrus","ochroleucus"
"fargo","Lathyrus","palustris","Lathyrus","palustris"
"fargo","Lathyrus","venosus","Lathyrus","venosus"
"washdc","Lathyrus","latifolius","Lathyrus","latifolius"
"gothic","Lathyrus","leucanthus","Lathyrus","lanszwertii"
"concord","Lechea","intermedia","Lechea","intermedia"
"concord","Lechea","tenuifolia","Lechea","tenuifolia"
"concord","Lechea","villosa","Lechea","mucronata"
"concord","Ledum","groenlandicum","Rhododendron","groenlandicum"
"fargo","Leersia","oryzoides","Leersia","oryzoides"
"fitter","Leontodon","autumnalis","Leontodon","autumnalis"
"fitter","Leontodon","hispidus","Leontodon","hispidus"
"concord","Leontodon","autumnalis","Leontodon","autumnalis"
"concord","Leonurus","cardiaca","Leonurus","cardiaca"
"fargo","Leonurus","cardiaca","Leonurus","cardiaca"
"washdc","Leonurus","cardiaca","Leonurus","cardiaca"
"fitter","Lepidium","draba","Lepidium","draba"
"concord","Lepidium","campestre","Lepidium","campestre"
"concord","Lepidium","virginicum","Lepidium","virginicum"
"fargo","Lepidium","densiflorum","Lepidium","densiflorum"
"fargo","Lepidium","ramosissimum","Lepidium","ramosissimum"
"washdc","Lepidium","campestre","Lepidium","campestre"
"washdc","Lepidium","ruderale","Lepidium","ruderale"
"washdc","Lepidium","virginicum","Lepidium","virginicum"
"konza","Lespedeza","capitata","Lespedeza","capitata"
"concord","Lespedeza","capitata","Lespedeza","capitata"
"concord","Lespedeza","hirta","Lespedeza","hirta"
"concord","Lespedeza","intermedia","Lespedeza","violacea"
"concord","Lespedeza","virginica","Lespedeza","virginica"
"fargo","Lesquerella","sp","Lesquerella",NA
"fitter","Leucanthemum","vulgare","Leucanthemum","vulgare"
"washdc","Leucanthemum","vulgare","Leucanthemum","vulgare"
"fargo","Leucocrinum","montanum","Leucocrinum","montanum"
"washdc","Leucojum","aestivum","Leucojum","aestivum"
"konza","Leucospora","multifida","Leucospora","multifida"
"concord","Leucothoe","racemosa","Eubotrys","racemosa"
"washdc","Leucothoe","fontanesiana","Leucothoe","fontanesiana"
"washdc","Leucothoe","racemosa","Eubotrys","racemosa"
"konza","Liatris","aspera","Liatris","aspera"
"konza","Liatris","mucronata","Liatris","punctata"
"concord","Liatris","borealis","Liatris","scariosa"
"fargo","Liatris","aspera","Liatris","aspera"
"fargo","Liatris","punctata","Liatris","punctata"
"fargo","Liatris","pycnostachya","Liatris","pycnostachya"
"gothic","Ligularia","bigelovii","Senecio","bigelovii"
"gothic","Ligusticum","porteri","Ligusticum","porteri"
