Block,Plot,humidity treatment,temperature treatment,species,population,sowing,transplanted following germination failure,9,55,65,85,95
d,5,H,T+,av,2,,,,,,,
d,5,H,T+,av,2,,,18-Mar,,,,
d,5,H,T+,av,2,,,,,,,
d,5,H,T+,av,2,,,,,,,
d,6,H,T,av,2,,,,,,,
d,6,H,T,av,2,,,,,,,
d,6,H,T,av,2,,,26-Mar,,,,
d,6,H,T,av,2,,,,,,,
e,1,H,T+,av,2,,,,,,,
e,1,H,T+,av,2,,,,,,,
e,1,H,T+,av,2,,,26-Mar,,,,
e,2,H,T,av,2,,,,,,,
e,2,H,T,av,2,,,,,,,
e,2,H,T,av,2,,,,,,,
e,2,H,T,av,2,,,,,,,
e,3,H,T++,av,2,,,,,,,
e,3,H,T++,av,2,,,,,,,
e,3,H,T++,av,2,,,,,,,
e,3,H,T++,av,2,,,,,,,
e,4,S,T++,av,2,,,,,,,
e,4,S,T++,av,2,,,,,,,
e,4,S,T++,av,2,,,,,,,
e,4,S,T++,av,2,,,,,,,
e,5,S,T+,av,2,,,2-Mar,,,,
e,5,S,T+,av,2,,,,,,,
e,5,S,T+,av,2,,,,,,,
e,5,S,T+,av,2,,,23-Apr,,,,
e,6,S,T,av,2,,,2-Mar,,,,
e,6,S,T,av,2,,,,,,,
e,6,S,T,av,2,,,,,,,
e,6,S,T,av,2,,,,,,,
a,1,H,T+,av,3,,,,,,,
a,1,H,T+,av,3,,,,,,,
a,1,H,T+,av,3,,,23-Mar,,,,
a,1,H,T+,av,3,,,,,,,
a,1,H,T+,av,3,,,,,,,
a,2,S,T++,av,3,,,,,,,
a,2,S,T++,av,3,,,,,,,
a,2,S,T++,av,3,,,,,,,
a,2,S,T++,av,3,,,,,,,
a,3,S,T,av,3,,,,,,,
a,3,S,T,av,3,,,,,,,
a,3,S,T,av,3,,,,,,,
a,3,S,T,av,3,,,,,,,
a,4,H,T++,av,3,,,,,,,
a,4,H,T++,av,3,,,,,,,
a,4,H,T++,av,3,,,,,,,
a,4,H,T++,av,3,,,,,,,
a,5,H,T,av,3,,,23-Mar,,,,
a,5,H,T,av,3,,,,,,,
a,5,H,T,av,3,,,,,,,
a,5,H,T,av,3,,,,,,,
a,6,S,T+,av,3,,,,,,,
a,6,S,T+,av,3,,,,,,,
a,6,S,T+,av,3,,,,,,,
a,6,S,T+,av,3,,,,,,,
b,1,H,T,av,3,,,5-Apr,,,,
b,1,H,T,av,3,,,,,,,
b,1,H,T,av,3,,,,,,,
b,1,H,T,av,3,,,5-Apr,,,,
b,2,S,T+,av,3,,,,,,,
b,2,S,T+,av,3,,,,,,,
b,2,S,T+,av,3,,,,,,,
b,2,S,T+,av,3,,,,,,,
b,3,S,T++,av,3,,,,,,,
b,3,S,T++,av,3,,,,,,,
b,3,S,T++,av,3,,,,,,,
b,3,S,T++,av,3,,,,,,,
b,4,H,T+,av,3,,,,,,,
b,4,H,T+,av,3,,,27-Mar,,,,
b,4,H,T+,av,3,,,,,,,
b,4,H,T+,av,3,,,,,,,
b,5,S,T,av,3,,,5-Apr,,,,
b,5,S,T,av,3,,,23-Mar,,,,
b,5,S,T,av,3,,,25-Mar,,,,
b,5,S,T,av,3,,,,,,,
b,5,S,T,av,3,,,,,,,
b,5,S,T,av,3,,,,,,,
b,6,H,T++,av,3,,,,,,,
b,6,H,T++,av,3,,,,,,,
b,6,H,T++,av,3,,,,,,,
b,6,H,T++,av,3,,,,,,,
c,1,S,T,av,3,,,,,,,
c,1,S,T,av,3,,,26-Mar,,,,
c,1,S,T,av,3,,,,,,,
c,1,S,T,av,3,,,,,,,
c,2,H,T++,av,3,,,,,,,
c,2,H,T++,av,3,,,,,,,
c,2,H,T++,av,3,,,,,,,
c,2,H,T++,av,3,,,,,,,
c,3,H,T,av,3,,,,,,,
c,3,H,T,av,3,,,12-Mar,,,,
c,3,H,T,av,3,,,,,,,
c,3,H,T,av,3,,,,,,,
c,4,S,T++,av,3,,,,,,,
c,4,S,T++,av,3,,,,,,,
c,4,S,T++,av,3,,,,,,,
c,4,S,T++,av,3,,,,,,,
c,5,H,T+,av,3,,,,,,,
c,5,H,T+,av,3,,,,,,,
c,5,H,T+,av,3,,,18-Mar,,,,
c,5,H,T+,av,3,,,,,,,
c,6,S,T+,av,3,,,,,,,
c,6,S,T+,av,3,,,15-Mar,,,,
c,6,S,T+,av,3,,,,,,,
c,6,S,T+,av,3,,,,,,,
d,1,S,T++,av,3,,,,,,,
d,1,S,T++,av,3,,,,,,,
d,1,S,T++,av,3,,,19-Mar,,,,
d,1,S,T++,av,3,,,,,,,
d,2,S,T+,av,3,,,,,,,
d,2,S,T+,av,3,,,,,,,
d,2,S,T+,av,3,,,,,,,
d,2,S,T+,av,3,,,,,,,
d,3,H,T++,av,3,,,,,,,
d,3,H,T++,av,3,,,,,,,
d,3,H,T++,av,3,,,,,,,
d,3,H,T++,av,3,,,,,,,
d,4,S,T,av,3,,,,,,,
d,4,S,T,av,3,,,21-Mar,,,,
d,4,S,T,av,3,,,9-Apr,,,,
d,4,S,T,av,3,,,,,,,
d,5,H,T+,av,3,,,,,,,
d,5,H,T+,av,3,,,15-Mar,,,,
d,5,H,T+,av,3,,,20-Mar,,,,
d,5,H,T+,av,3,,,,,,,
d,6,H,T,av,3,,,22-Mar,,,,
d,6,H,T,av,3,,,21-Mar,,,,
d,6,H,T,av,3,,,23-Mar,,,,
d,6,H,T,av,3,,,,,,,
e,1,H,T+,av,3,,,,,,,
e,1,H,T+,av,3,,,21-Mar,,,,
e,1,H,T+,av,3,,,,,,,
e,1,H,T+,av,3,,,,,,,
e,2,H,T,av,3,,,20-Mar,,,,
e,2,H,T,av,3,,,,,,,
e,2,H,T,av,3,,,1-May,,,,
e,2,H,T,av,3,,,6-Apr,,,,
e,3,H,T++,av,3,,,,,,,
e,3,H,T++,av,3,,,,,,,
e,3,H,T++,av,3,,,,,,,
e,3,H,T++,av,3,,,,,,,
e,3,H,T++,av,3,,,,,,,
e,4,S,T++,av,3,,,,,,,
e,4,S,T++,av,3,,,,,,,
e,4,S,T++,av,3,,,,,,,
e,4,S,T++,av,3,,,,,,,
e,5,S,T+,av,3,,,,,,,
e,5,S,T+,av,3,,,9-May,,,,
e,5,S,T+,av,3,,,,,,,
e,5,S,T+,av,3,,,,,,,
e,6,S,T,av,3,,,,,,,
e,6,S,T,av,3,,,,,,,
e,6,S,T,av,3,,,,,,,
e,6,S,T,av,3,,,26-Mar,,,,
a,1,H,T+,av,4,,,,,,,
a,1,H,T+,av,4,,,1-Mar,,,,
a,1,H,T+,av,4,,,,,,,
a,1,H,T+,av,4,,,5-Apr,,,,
a,2,S,T++,av,4,,,,,,,
a,2,S,T++,av,4,,,,,,,
a,2,S,T++,av,4,,,,,,,
a,2,S,T++,av,4,,,,,,,
a,3,S,T,av,4,,,14-Apr,,,,
a,3,S,T,av,4,,,15-Mar,,,,
a,3,S,T,av,4,,,14-Apr,,,,
a,3,S,T,av,4,,,23-Mar,,,,
a,4,H,T++,av,4,,,17-Mar,,,,
a,4,H,T++,av,4,,,,,,,
a,4,H,T++,av,4,,,,,,,
a,4,H,T++,av,4,,,30-Mar,,,,
a,5,H,T,av,4,,,23-Mar,,,,
a,5,H,T,av,4,,,15-Mar,,,,
a,5,H,T,av,4,,,,,,,
a,5,H,T,av,4,,,5-Apr,,,,
a,6,S,T+,av,4,,,,,,,
a,6,S,T+,av,4,,,24-Mar,,,,
a,6,S,T+,av,4,,,,,,,
a,6,S,T+,av,4,,,,,,,
b,1,H,T,av,4,,,23-Mar,24-Jun,,,
b,1,H,T,av,4,,,15-Mar,,,,
b,1,H,T,av,4,,,29-Mar,,,,
b,1,H,T,av,4,,,28-Mar,,,,
b,2,S,T+,av,4,,,,,,,
b,2,S,T+,av,4,,,12-Mar,,,,
b,2,S,T+,av,4,,,,,,,
b,2,S,T+,av,4,,,29-Mar,,,,
b,3,S,T++,av,4,,,23-Mar,,,,
b,3,S,T++,av,4,,,,,,,
b,3,S,T++,av,4,,,,,,,
b,3,S,T++,av,4,,,8-Apr,,,,
b,4,H,T+,av,4,,,,,,,
b,4,H,T+,av,4,,,12-Mar,,,,
b,4,H,T+,av,4,,,,,,,
b,4,H,T+,av,4,,,,,,,
b,5,S,T,av,4,,,,,,,
b,5,S,T,av,4,,,20-Mar,,,,
b,5,S,T,av,4,,,5-Apr,,,,
b,5,S,T,av,4,,,,,,,
b,6,H,T++,av,4,,,,,,,
b,6,H,T++,av,4,,,14-Mar,,,,
b,6,H,T++,av,4,,,,,,,
b,6,H,T++,av,4,,,,,,,
c,1,S,T,av,4,,,,,,,
c,1,S,T,av,4,,,20-Mar,,,,
c,1,S,T,av,4,,,,,,,
c,1,S,T,av,4,,,,,,,
c,2,H,T++,av,4,,,18-Mar,,,,
c,2,H,T++,av,4,,,,,,,
c,2,H,T++,av,4,,,,,,,
c,2,H,T++,av,4,,,,,,,
c,3,H,T,av,4,,,18-Apr,,,,
c,3,H,T,av,4,,,19-Mar,,,,
c,3,H,T,av,4,,,,,,,
c,3,H,T,av,4,,,,,,,
c,4,S,T++,av,4,,,,,,,
c,4,S,T++,av,4,,,,,,,
c,4,S,T++,av,4,,,,,,,
c,4,S,T++,av,4,,,26-Mar,,,,
c,5,H,T+,av,4,,,,,,,
c,5,H,T+,av,4,,,15-Mar,,,,
c,5,H,T+,av,4,,,,,,,
c,5,H,T+,av,4,,,26-Mar,,,,
c,6,S,T+,av,4,,,,,,,
c,6,S,T+,av,4,,,15-Mar,,,,
c,6,S,T+,av,4,,,,,,,
c,6,S,T+,av,4,,,,,,,
d,1,S,T++,av,4,,,,,,,
d,1,S,T++,av,4,,,2-Apr,,,,
d,1,S,T++,av,4,,,5-Apr,,,,
d,1,S,T++,av,4,,,,,,,
d,2,S,T+,av,4,,,,,,,
d,2,S,T+,av,4,,,15-Mar,,,,
d,2,S,T+,av,4,,,,,,,
d,2,S,T+,av,4,,,,,,,
d,3,H,T++,av,4,,,,,,,
d,3,H,T++,av,4,,,,,,,
d,3,H,T++,av,4,,,,,,,
d,3,H,T++,av,4,,,,,,,
d,4,S,T,av,4,,,22-Mar,,,,
d,4,S,T,av,4,,,15-Mar,,,,
d,4,S,T,av,4,,,,,,,
d,4,S,T,av,4,,,6-Apr,,,,
d,5,H,T+,av,4,,,28-Mar,,,,
d,5,H,T+,av,4,,,18-Mar,,,,
d,5,H,T+,av,4,,,8-Apr,,,,
d,5,H,T+,av,4,,,,,,,
d,6,H,T,av,4,,,8-Apr,,,,
d,6,H,T,av,4,,,13-Mar,,,,
d,6,H,T,av,4,,,,,,,
d,6,H,T,av,4,,,,,,,
e,1,H,T+,av,4,,,22-Mar,,,,
e,1,H,T+,av,4,,,,,,,
e,1,H,T+,av,4,,,,,,,
e,1,H,T+,av,4,,,6-Apr,26-Jun,,5-Jul,
e,1,H,T+,av,4,,,,,,,
e,2,H,T,av,4,,,,,,,
e,2,H,T,av,4,,,,,,,
e,2,H,T,av,4,,,,,,,
e,2,H,T,av,4,,,6-Apr,,,,
e,3,H,T++,av,4,,,,,,,
e,3,H,T++,av,4,,,21-Mar,,,,
e,3,H,T++,av,4,,,,,,,
e,3,H,T++,av,4,,,,,,,
e,4,S,T++,av,4,,,,,,,
e,4,S,T++,av,4,,,15-Mar,,,,
e,4,S,T++,av,4,,,,,,,
e,4,S,T++,av,4,,,,,,,
e,5,S,T+,av,4,,,,,,,
e,5,S,T+,av,4,,,14-Mar,,,,
e,5,S,T+,av,4,,,,,,,
e,5,S,T+,av,4,,,,,,,
e,6,S,T,av,4,,,26-Mar,,,,
e,6,S,T,av,4,,,19-Mar,,,,
e,6,S,T,av,4,,,6-Apr,,,,
e,6,S,T,av,4,,,,,,,
a,1,H,T+,lp,1,23-sept.,,3-Oct,27-May,10-Jun,3-Jul,
a,1,H,T+,lp,1,22-oct.,r,4-Nov,11-May,27-May,28-Jun,
a,1,H,T+,lp,1,23-sept.,,17-Oct,25-May,1-Jun,20-Jun,
a,2,S,T++,lp,1,22-oct.,r,4-Nov,,,,
a,2,S,T++,lp,1,22-oct.,r,2-Nov,13-May,24-May,28-Jun,
a,2,S,T++,lp,1,22-oct.,r,31-Oct,14-May,27-May,28-Jun,
a,3,S,T,lp,1,22-oct.,r,7-Nov,,,,
a,3,S,T,lp,1,22-oct.,r,28-Oct,13-May,27-May,25-Jun,
a,3,S,T,lp,1,23-sept.,,7-Oct,13-May,22-May,25-Jun,
a,4,H,T++,lp,1,22-oct.,r,2-Nov,,23-May,,
a,4,H,T++,lp,1,22-oct.,r,6-Nov,,,,
a,4,H,T++,lp,1,22-oct.,r,31-Oct,13-May,22-May,22-Jun,
a,5,H,T,lp,1,23-sept.,,7-Oct,,,,
a,5,H,T,lp,1,23-sept.,,3-Oct,,,,
a,5,H,T,lp,1,23-sept.,,3-Oct,18-May,1-Jun,9-Jul,
a,6,S,T+,lp,1,23-sept.,,3-Oct,20-May,6-Jun,16-Jul,
a,6,S,T+,lp,1,23-sept.,,3-Oct,24-May,1-Jun,16-Jul,
a,6,S,T+,lp,1,23-sept.,,3-Oct,20-May,10-Jun,14-Jul,
b,1,H,T,lp,1,23-sept.,,7-Oct,,,26-Jul,
b,1,H,T,lp,1,23-sept.,,22-Oct,6-May,22-May,25-Jun,
b,1,H,T,lp,1,23-sept.,,3-Oct,15-May,1-Jun,26-Jun,
b,2,S,T+,lp,1,23-sept.,,20-Oct,10-May,24-May,,
b,2,S,T+,lp,1,23-sept.,,,,,,
b,2,S,T+,lp,1,22-oct.,r,6-Nov,14-May,24-May,5-Jul,
b,3,S,T++,lp,1,22-oct.,3-Oct,15-Nov,,,,
b,3,S,T++,lp,1,23-sept.,,,19-May,1-Jun,5-Jul,
b,3,S,T++,lp,1,23-sept.,,7-Oct,12-May,22-May,27-Jun,
b,4,H,T+,lp,1,22-oct.,r,7-Nov,28-May,7-Jun,27-Jun,
b,4,H,T+,lp,1,22-oct.,r,3-Nov,,,28-Jun,
b,4,H,T+,lp,1,23-sept.,,,,,,
b,5,S,T,lp,1,23-sept.,,3-Oct,8-May,28-May,15-Jul,
b,5,S,T,lp,1,23-sept.,,3-Oct,14-May,25-May,5-Jul,
b,5,S,T,lp,1,23-sept.,,14-Oct,4-May,24-May,26-Jun,
b,6,H,T++,lp,1,22-oct.,r,3-Oct,17-May,28-May,24-Jun,
b,6,H,T++,lp,1,23-sept.,,3-Oct,26-May,7-Jun,5-Jul,
b,6,H,T++,lp,1,23-sept.,,3-Oct,,,,
c,1,S,T,lp,1,23-sept.,,,31-May,10-Jun,17-Jul,
c,1,S,T,lp,1,23-sept.,,3-Oct,1-May,22-May,25-Jun,
c,1,S,T,lp,1,22-oct.,14-Oct,14-Nov,12-May,25-May,28-Jun,
c,2,H,T++,lp,1,23-sept.,,,,,,
c,2,H,T++,lp,1,23-sept.,,3-Oct,,,,
c,2,H,T++,lp,1,22-oct.,r,11-Nov,19-May,3-Jun,14-Jun,
c,3,H,T,lp,1,23-sept.,,3-Oct,28-May,20-Jun,10-Jul,
c,3,H,T,lp,1,22-oct.,r,6-Nov,,,,
c,3,H,T,lp,1,23-sept.,,3-Oct,11-May,28-May,30-Jun,
c,4,S,T++,lp,1,23-sept.,,3-Oct,3-May,20-May,22-Jun,
c,4,S,T++,lp,1,23-sept.,,3-Oct,23-May,,1-Jul,
c,4,S,T++,lp,1,23-sept.,,20-Oct,6-May,20-May,25-Jun,
c,5,H,T+,lp,1,22-oct.,r,4-Nov,17-Jun,22-Jun,16-Jul,
c,5,H,T+,lp,1,23-sept.,,22-Oct,,,,
c,5,H,T+,lp,1,22-oct.,r,2-Nov,25-May,7-Jun,1-Jul,
c,6,S,T+,lp,1,23-sept.,,3-Oct,,,,
c,6,S,T+,lp,1,23-sept.,,3-Oct,,,,
c,6,S,T+,lp,1,23-sept.,,3-Oct,25-May,7-Jun,29-Jun,
d,1,S,T++,lp,1,22-oct.,r,4-Nov,,,,
d,1,S,T++,lp,1,22-oct.,r,1-Nov,25-May,6-Jun,30-Jun,
d,1,S,T++,lp,1,22-oct.,r,31-Oct,18-May,1-Jun,1-Jul,
d,2,S,T+,lp,1,24-sept.,,3-Oct,,,,
d,2,S,T+,lp,1,24-sept.,,3-Oct,,,,
d,2,S,T+,lp,1,22-oct.,r,10-Nov,17-May,30-May,2-Jul,
d,3,H,T++,lp,1,24-sept.,,,,,,
d,3,H,T++,lp,1,24-sept.,,14-Oct,,,,
d,3,H,T++,lp,1,22-oct.,r,1-Nov,,,,
d,4,S,T,lp,1,22-oct.,r,28-Oct,,,,
d,4,S,T,lp,1,24-sept.,,4-Oct,25-May,7-Jun,19-Jul,
d,4,S,T,lp,1,24-sept.,,3-Oct,25-May,7-Jun,4-Jul,
d,5,H,T+,lp,1,24-sept.,,3-Oct,16-May,28-May,2-Jul,
d,5,H,T+,lp,1,24-sept.,,3-Oct,24-May,5-Jun,30-Jun,
d,5,H,T+,lp,1,24-sept.,,3-Oct,12-May,28-May,1-Jul,
d,6,H,T,lp,1,22-oct.,3-Oct,31-Oct,,,,
d,6,H,T,lp,1,24-sept.,,3-Oct,25-May,11-Jun,1-Jul,
d,6,H,T,lp,1,24-sept.,,3-Oct,25-May,5-Jun,2-Jul,
e,1,H,T+,lp,1,24-sept.,,3-Oct,17-May,1-Jun,30-Jun,
e,1,H,T+,lp,1,24-sept.,,3-Oct,1-Jun,10-Jun,11-Jul,
e,1,H,T+,lp,1,24-sept.,,3-Oct,17-May,3-Jun,1-Jul,
e,2,H,T,lp,1,24-sept.,,22-Oct,,,,
e,2,H,T,lp,1,23-oct.,r,7-Nov,,,,
e,2,H,T,lp,1,24-sept.,,3-Oct,19-May,,2-Jul,
e,3,H,T++,lp,1,23-oct.,r,7-Nov,,28-May,23-Jun,
e,3,H,T++,lp,1,23-oct.,r,7-Nov,,,,
e,3,H,T++,lp,1,23-oct.,r,2-Nov,11-Apr,25-May,23-Jun,
e,4,S,T++,lp,1,23-oct.,r,4-Nov,22-May,1-Jun,29-Jun,
e,4,S,T++,lp,1,24-sept.,,,,,,
e,4,S,T++,lp,1,24-sept.,,,,,,
e,5,S,T+,lp,1,24-sept.,,17-Oct,20-May,1-Jun,30-Jun,
e,5,S,T+,lp,1,23-oct.,r,7-Nov,27-May,7-Jun,,
e,5,S,T+,lp,1,23-oct.,14-Oct,,18-May,1-Jun,3-Jul,
e,6,S,T,lp,1,23-oct.,r,10-Nov,3-Jun,10-Jun,10-Jul,
e,6,S,T,lp,1,24-sept.,,3-Oct,,,,
a,1,H,T+,lp,2,22-oct.,r,3-Nov,,,,
a,1,H,T+,lp,2,23-sept.,,21-Oct,,24-Jun,30-Jul,
a,1,H,T+,lp,2,22-oct.,r,,8-May,20-May,20-Jun,
a,2,S,T++,lp,2,22-oct.,r,31-Oct,14-May,2-Jun,22-Jun,
a,2,S,T++,lp,2,22-oct.,r,4-Nov,6-Jun,17-Jun,18-Jul,
a,3,S,T,lp,2,22-oct.,r,4-Nov,24-Jun,,5-Aug,
a,3,S,T,lp,2,22-oct.,r,4-Nov,,,,
a,3,S,T,lp,2,22-oct.,r,4-Nov,,,,
a,4,H,T++,lp,2,23-sept.,,25-Oct,6-Jun,17-Jun,15-Jul,
a,4,H,T++,lp,2,23-sept.,,3-Oct,,,,
a,4,H,T++,lp,2,23-sept.,,3-Oct,30-May,7-Jun,5-Jul,
a,5,H,T,lp,2,23-sept.,,3-Oct,20-May,6-Jun,14-Jul,
a,5,H,T,lp,2,23-sept.,,3-Oct,10-Jun,27-Jun,16-Jul,
a,5,H,T,lp,2,23-sept.,,22-Oct,11-May,24-Jun,22-Jun,
a,6,S,T+,lp,2,23-sept.,,3-Oct,,20-Jun,22-Jun,
a,6,S,T+,lp,2,23-sept.,,3-Oct,20-Jun,,17-Jul,
a,6,S,T+,lp,2,23-sept.,,3-Oct,27-Jun,,20-Jun,
b,1,H,T,lp,2,22-oct.,r,6-Oct,,,,
b,1,H,T,lp,2,23-sept.,,3-Oct,10-Jun,21-Jun,21-Jul,
b,1,H,T,lp,2,23-sept.,,,,,,
b,2,S,T+,lp,2,22-oct.,r,4-Nov,7-May,22-May,22-Jun,
b,2,S,T+,lp,2,23-sept.,,6-Oct,17-Jun,23-Jun,21-Jul,
b,2,S,T+,lp,2,22-oct.,r,8-Nov,6-May,20-May,22-Jun,
b,3,S,T++,lp,2,22-oct.,r,31-Oct,,22-Jun,25-Jul,
b,3,S,T++,lp,2,22-oct.,r,29-Oct,,28-May,,
b,3,S,T++,lp,2,22-oct.,r,1-Nov,,,,
b,4,H,T+,lp,2,22-oct.,r,12-Nov,18-Jun,28-Jun,26-Jul,
b,4,H,T+,lp,2,22-oct.,r,16-Nov,,,,
b,4,H,T+,lp,2,22-oct.,r,3-Nov,6-Jun,19-Jun,5-Jul,
b,5,S,T,lp,2,23-sept.,,3-Oct,14-May,1-Jun,28-Jun,
b,5,S,T,lp,2,22-oct.,r,21-Nov,,,,
b,5,S,T,lp,2,22-oct.,r,4-Nov,10-Jun,20-Jun,18-Jul,
b,6,H,T++,lp,2,23-sept.,,3-Oct,15-Jun,,5-Jul,
b,6,H,T++,lp,2,22-oct.,r,31-Oct,3-Jun,10-Jun,5-Jul,
b,6,H,T++,lp,2,23-sept.,,22-Oct,,,,
c,1,S,T,lp,2,23-sept.,,3-Oct,,,,
c,1,S,T,lp,2,23-sept.,,14-Oct,31-May,18-Jun,11-Jul,
c,1,S,T,lp,2,22-oct.,r,8-Nov,30-May,10-Jun,24-Jun,
c,2,H,T++,lp,2,22-oct.,r,8-Nov,,,,
c,2,H,T++,lp,2,23-sept.,,3-Oct,,,,
c,2,H,T++,lp,2,23-sept.,,,,,,
c,3,H,T,lp,2,23-sept.,,3-Oct,1-Jun,18-Jun,5-Jul,
c,3,H,T,lp,2,23-sept.,,17-Oct,22-May,28-May,17-Jun,
c,3,H,T,lp,2,23-sept.,,,,,,
c,4,S,T++,lp,2,22-oct.,r,31-Oct,,,,
c,4,S,T++,lp,2,22-oct.,r,8-Nov,,,,
c,4,S,T++,lp,2,22-oct.,r,1-Nov,3-Jun,18-Jun,15-Jul,
c,5,H,T+,lp,2,22-oct.,7-Oct,31-Oct,31-May,10-Jun,5-Jul,
c,5,H,T+,lp,2,22-oct.,3-Oct,14-Nov,,,,
c,5,H,T+,lp,2,22-oct.,r,6-Nov,,,,
c,6,S,T+,lp,2,23-sept.,,4-Oct,,,,
c,6,S,T+,lp,2,22-oct.,r,2-Nov,14-Jun,27-Jun,17-Jul,
c,6,S,T+,lp,2,22-oct.,r,1-Nov,,,,
d,1,S,T++,lp,2,22-oct.,r,4-Nov,1-Jun,15-May,,
d,1,S,T++,lp,2,22-oct.,r,3-Nov,28-Jun,,18-Jul,
d,1,S,T++,lp,2,22-oct.,r,2-Nov,,,,
d,2,S,T+,lp,2,24-sept.,,,,,,
d,2,S,T+,lp,2,24-sept.,,,,,,
d,2,S,T+,lp,2,22-oct.,r,3-Oct,3-May,24-May,21-Jun,
d,3,H,T++,lp,2,22-oct.,r,7-Nov,,,,
d,3,H,T++,lp,2,24-sept.,,,,,,
d,3,H,T++,lp,2,24-sept.,,,,,,
d,4,S,T,lp,2,22-oct.,r,9-Nov,11-Jun,21-Jun,21-Jul,
d,4,S,T,lp,2,22-oct.,r,10-Nov,,,,
d,4,S,T,lp,2,22-oct.,r,31-Oct,,1-Jun,29-Jun,
d,5,H,T+,lp,2,22-oct.,r,5-Nov,,,,
d,5,H,T+,lp,2,22-oct.,r,2-Nov,,,,
d,5,H,T+,lp,2,22-oct.,r,9-Nov,8-Jun,21-Jun,28-Jul,
d,6,H,T,lp,2,24-sept.,,7-Oct,17-May,28-May,18-Jun,
d,6,H,T,lp,2,24-sept.,,3-Oct,,,,
d,6,H,T,lp,2,24-sept.,,3-Oct,,,,
e,1,H,T+,lp,2,23-oct.,r,7-Nov,19-Jun,30-Jun,1-Jul,
e,1,H,T+,lp,2,23-oct.,r,9-Nov,3-Jun,23-Jun,20-Jul,
e,1,H,T+,lp,2,23-oct.,r,4-Nov,28-May,8-Jun,10-Jul,
e,2,H,T,lp,2,24-sept.,,7-Oct,6-Jul,14-Jul,,
e,2,H,T,lp,2,24-sept.,,3-Oct,5-Jul,,7-Aug,
e,2,H,T,lp,2,24-sept.,,3-Oct,13-Jun,1-Jul,5-Aug,
e,3,H,T++,lp,2,23-oct.,r,7-Nov,,,,
e,3,H,T++,lp,2,24-sept.,,,,,,
e,3,H,T++,lp,2,23-oct.,r,1-Nov,8-Jun,21-Jun,29-Jun,
e,4,S,T++,lp,2,23-oct.,r,4-Nov,25-May,7-Jun,29-Jun,
e,4,S,T++,lp,2,24-sept.,,3-Oct,27-May,8-Jun,1-Jul,
e,4,S,T++,lp,2,24-sept.,,14-Oct,10-Jun,23-Jun,20-Jul,
e,5,S,T+,lp,2,23-oct.,r,3-Nov,,,,
e,5,S,T+,lp,2,23-oct.,r,2-Nov,,,,
e,5,S,T+,lp,2,23-oct.,r,1-Nov,27-May,5-Jun,4-Jul,
e,6,S,T,lp,2,24-sept.,,3-Oct,11-Jun,21-Jun,16-Jul,
e,6,S,T,lp,2,23-oct.,r,4-Nov,4-Jun,11-Jun,11-Jul,
e,6,S,T,lp,2,24-sept.,,14-Oct,28-May,10-Jun,27-Jun,
e,6,S,T,lp,2,24-sept.,,3-Oct,17-Jun,1-Jul,30-Jul,
a,1,H,T+,lp,3,23-sept.,,20-Oct,,,,
a,1,H,T+,lp,3,22-oct.,r,31-Oct,18-May,6-Jun,1-Jul,
a,1,H,T+,lp,3,22-oct.,r,29-Oct,24-May,9-Jun,14-Jul,
a,2,S,T++,lp,3,22-oct.,r,31-Oct,22-Apr,,22-Jun,
a,2,S,T++,lp,3,22-oct.,r,4-Nov,13-May,25-May,22-Jun,
a,2,S,T++,lp,3,22-oct.,r,29-Oct,5-May,17-May,22-Jun,
a,2,S,T++,lp,3,23-sept.,,7-Oct,31-May,9-Jun,22-Jul,
a,3,S,T,lp,3,22-oct.,r,5-Nov,9-May,27-May,23-Jun,
a,3,S,T,lp,3,23-sept.,,,,,,
a,3,S,T,lp,3,23-sept.,,4-Oct,23-May,,23-Jun,
a,4,H,T++,lp,3,22-oct.,r,29-Oct,27-May,,25-Jun,
a,4,H,T++,lp,3,22-oct.,r,31-Oct,16-May,26-May,29-Jun,
a,4,H,T++,lp,3,22-oct.,r,31-Oct,18-May,1-Jun,30-Jun,
a,5,H,T,lp,3,22-oct.,r,2-Nov,6-May,27-May,22-Jun,
a,5,H,T,lp,3,23-sept.,,3-Oct,7-May,27-May,26-Jun,
a,5,H,T,lp,3,23-sept.,,7-Oct,8-May,21-May,25-Jun,
a,6,S,T+,lp,3,23-sept.,,3-Oct,17-May,2-Jun,1-Jul,
a,6,S,T+,lp,3,22-oct.,r,1-Nov,6-May,31-May,27-Jun,
a,6,S,T+,lp,3,23-sept.,,7-Oct,18-May,3-Jun,28-Jun,
b,1,H,T,lp,3,22-oct.,r,20-Nov,6-May,28-May,5-Jul,
b,1,H,T,lp,3,22-oct.,r,1-Nov,18-May,3-Jun,10-Jul,
b,1,H,T,lp,3,22-oct.,3-Oct,1-Nov,,,,
b,2,S,T+,lp,3,22-oct.,r,7-Nov,5-May,28-May,27-Jun,
b,2,S,T+,lp,3,22-oct.,r,11-Nov,,,,
b,2,S,T+,lp,3,22-oct.,r,1-Oct,,,,
b,3,S,T++,lp,3,22-oct.,r,16-Nov,14-May,28-May,21-Jun,
b,3,S,T++,lp,3,22-oct.,r,2-Nov,,,,
b,3,S,T++,lp,3,23-sept.,,3-Oct,9-May,22-May,23-Jun,
b,4,H,T+,lp,3,22-oct.,r,16-Nov,,,,
b,4,H,T+,lp,3,22-oct.,r,3-Nov,16-May,,23-Jun,
